initiative_key,initiative_name,start_date,end_date,coverage_percentage
3408,Initiative 3408,2023-10-21,2028-08-20,73.80070509584323
3409,Initiative 3409,2022-10-25,2029-11-14,73.47843384486356
3410,Initiative 3410,2023-05-12,2025-04-01,65.26016351688571
3411,Initiative 3411,2024-09-21,2026-11-29,65.5095255803981
3412,Initiative 3412,2021-06-02,2026-08-11,77.40758041360175
3413,Initiative 3413,2019-08-21,2029-05-04,51.61353089946739
3414,Initiative 3414,2015-06-03,2028-09-25,96.6832190987361
3415,Initiative 3415,2019-02-23,2029-05-16,82.49896614848907
3416,Initiative 3416,2023-05-26,2029-11-14,72.17217699149404
3417,Initiative 3417,2021-01-23,2026-09-22,53.09030010669462
3418,Initiative 3418,2023-05-26,2029-05-21,81.5006255061535
3419,Initiative 3419,2024-09-21,2029-06-12,50.88713313720825
3420,Initiative 3420,2015-05-12,2026-08-20,83.99335975460087
3421,Initiative 3421,2015-12-16,2028-01-01,53.62622237619911
3422,Initiative 3422,2023-04-16,2027-06-19,82.80510948799066
3423,Initiative 3423,2023-03-18,2027-09-26,70.29438831752242
3424,Initiative 3424,2023-05-11,2027-01-16,83.13142474248984
3425,Initiative 3425,2018-09-03,2027-09-26,56.9248662786653
3426,Initiative 3426,2019-06-15,2026-12-08,55.86914546038804
3427,Initiative 3427,2016-07-16,2029-06-12,62.37120205049382
3428,Initiative 3428,2021-05-22,2027-04-19,70.57556591116257
3429,Initiative 3429,2024-04-16,2026-03-07,62.65154759399847
3430,Initiative 3430,2018-05-03,2026-03-05,54.10076921881951
3431,Initiative 3431,2021-10-03,2026-08-11,66.25140491533304
3432,Initiative 3432,2023-06-08,2026-03-05,85.28804500648837
3433,Initiative 3433,2016-12-05,2028-06-20,79.15430520919082
3434,Initiative 3434,2020-05-03,2029-11-20,98.16622775097736
3435,Initiative 3435,2018-10-25,2028-08-12,71.79608304952743
3436,Initiative 3436,2019-02-23,2028-12-14,66.64011775689892
3437,Initiative 3437,2019-10-01,2026-08-11,84.68397638463668
3438,Initiative 3438,2019-03-09,2029-11-20,70.59793947314998
3439,Initiative 3439,2016-07-19,2029-02-23,80.91546343666131
3440,Initiative 3440,2015-05-12,2027-10-21,97.31436402831818
3441,Initiative 3441,2018-08-25,2028-06-27,74.95946142696123
3442,Initiative 3442,2019-01-15,2029-07-08,74.90875029456647
3443,Initiative 3443,2015-06-03,2029-05-04,88.75832617136479
3444,Initiative 3444,2020-11-13,2029-08-27,87.80383275915003
3445,Initiative 3445,2018-09-06,2027-07-17,75.81157231953986
3446,Initiative 3446,2022-09-09,2026-01-03,53.236017444839526
3447,Initiative 3447,2015-06-20,2026-08-11,99.03934969273158
3448,Initiative 3448,2015-07-01,2027-06-19,68.86602105146368
3449,Initiative 3449,2023-07-17,2026-07-23,65.83532082243747
3450,Initiative 3450,2023-01-17,2029-02-17,99.07734166420737
3451,Initiative 3451,2023-05-12,2026-07-23,93.60676084469866
3452,Initiative 3452,2023-08-01,2028-01-01,66.51083209187465
3453,Initiative 3453,2018-09-06,2025-02-11,65.4154527876484
3454,Initiative 3454,2021-08-14,2027-11-05,86.04770713170547
3455,Initiative 3455,2019-02-23,2026-09-22,66.71579512475392
3456,Initiative 3456,2018-10-25,2029-07-08,62.57159815822025
3457,Initiative 3457,2015-12-31,2026-08-20,98.98354234636312
3458,Initiative 3458,2022-04-14,2027-03-02,78.285511889195
3459,Initiative 3459,2019-03-17,2026-05-28,88.1248810627472
3460,Initiative 3460,2021-05-22,2026-10-19,85.65274798459454
3461,Initiative 3461,2024-07-20,2029-01-19,87.77629973250563
3462,Initiative 3462,2017-04-19,2026-01-03,95.16949880917716
3463,Initiative 3463,2021-09-21,2027-09-26,75.038416644692
3464,Initiative 3464,2023-03-18,2026-05-28,87.66890896307675
3465,Initiative 3465,2016-07-16,2029-08-02,89.84069171615357
3466,Initiative 3466,2015-11-20,2026-03-07,97.31922927480105
3467,Initiative 3467,2015-06-26,2026-07-23,85.65483515263372
3468,Initiative 3468,2018-04-20,2025-10-22,94.63078996924395
3469,Initiative 3469,2023-05-11,2026-03-07,54.75190500999809
3470,Initiative 3470,2022-04-14,2026-12-21,56.30482969540394
3471,Initiative 3471,2023-01-17,2025-03-05,57.91730947551713
3472,Initiative 3472,2022-10-25,2028-05-05,57.240653602171925
3473,Initiative 3473,2015-06-26,2029-03-09,54.37594062006719
3474,Initiative 3474,2016-11-16,2027-07-17,56.128689289313385
3475,Initiative 3475,2015-11-26,2028-05-15,99.79551424336634
3476,Initiative 3476,2019-03-21,2026-05-28,63.6092514775228
3477,Initiative 3477,2021-06-02,2028-07-20,73.90240535725982
3478,Initiative 3478,2023-05-26,2028-01-26,91.0807684767725
3479,Initiative 3479,2018-01-28,2029-02-17,55.91523370439425
3480,Initiative 3480,2018-03-02,2027-04-22,65.86825031543869
3481,Initiative 3481,2018-09-03,2029-06-12,57.9643010108798
3482,Initiative 3482,2015-05-11,2029-06-30,53.127805801370336
3483,Initiative 3483,2021-01-23,2025-09-21,98.03766903152541
3484,Initiative 3484,2021-09-21,2026-08-11,92.91789180091016
3485,Initiative 3485,2020-11-13,2027-08-13,93.96489974351289
3486,Initiative 3486,2015-02-14,2029-08-18,93.43400665661886
3487,Initiative 3487,2017-09-03,2029-09-28,57.72834171127308
3488,Initiative 3488,2016-04-11,2029-02-23,89.24984481170529
3489,Initiative 3489,2015-12-31,2027-06-19,86.39356008836424
3490,Initiative 3490,2015-05-12,2029-08-27,96.27076802122912
3491,Initiative 3491,2016-04-10,2026-08-20,60.966113613158335
3492,Initiative 3492,2018-09-06,2029-03-09,70.70221934378273
3493,Initiative 3493,2020-05-20,2027-04-22,64.74642563569404
3494,Initiative 3494,2018-05-03,2029-09-28,62.89589091584001
3495,Initiative 3495,2021-05-22,2029-05-04,82.6190843761419
3496,Initiative 3496,2022-02-17,2025-03-05,58.19716748987195
3497,Initiative 3497,2018-07-11,2026-03-07,73.24035598165898
3498,Initiative 3498,2023-01-17,2029-08-27,82.33202237133986
3499,Initiative 3499,2019-06-15,2025-02-11,56.515153353502136
3500,Initiative 3500,2024-11-01,2026-03-07,62.849006866886896
3501,Initiative 3501,2020-11-02,2026-10-09,98.36830289521657
3502,Initiative 3502,2023-10-21,2029-06-30,89.77146658352923
3503,Initiative 3503,2015-05-11,2027-01-07,83.84773381436948
3504,Initiative 3504,2019-03-17,2025-04-01,92.79846035506495
3505,Initiative 3505,2016-12-05,2026-08-20,50.69842260694472
3506,Initiative 3506,2016-04-10,2029-05-04,50.3037217200057
3507,Initiative 3507,2021-10-03,2025-01-06,57.69833179878353
3508,Initiative 3508,2015-06-20,2029-06-07,74.76285597088872
3509,Initiative 3509,2023-04-16,2026-08-11,78.49868535829266
3510,Initiative 3510,2015-07-31,2029-01-22,55.684426572103064
3511,Initiative 3511,2015-07-31,2027-02-22,53.614280992534006
3512,Initiative 3512,2017-07-31,2026-08-20,91.41670655484407
3513,Initiative 3513,2023-05-12,2029-06-12,73.22342407365292
3514,Initiative 3514,2017-07-22,2028-01-26,99.62472128944614
3515,Initiative 3515,2024-09-21,2027-08-13,61.46733295565078
3516,Initiative 3516,2018-04-20,2025-11-14,82.3600556049914
3517,Initiative 3517,2019-03-09,2025-02-11,90.21940827655027
3518,Initiative 3518,2020-11-02,2026-12-08,93.63190780063748
3519,Initiative 3519,2020-01-17,2025-03-26,65.31595077362965
3520,Initiative 3520,2023-08-01,2028-07-20,59.66401914536081
3521,Initiative 3521,2015-02-14,2029-09-28,61.30472866596527
3522,Initiative 3522,2018-07-11,2027-07-17,83.33713847682586
3523,Initiative 3523,2023-02-14,2028-08-12,76.11649190860942
3524,Initiative 3524,2021-03-24,2029-06-07,79.94956913147394
3525,Initiative 3525,2022-10-25,2027-07-17,51.02643089908934
3526,Initiative 3526,2015-03-15,2029-03-01,69.54866045352011
3527,Initiative 3527,2018-01-28,2026-10-19,65.5074233042507
3528,Initiative 3528,2021-05-22,2026-01-03,93.18906453722524
3529,Initiative 3529,2018-07-11,2027-07-17,88.81293446248455
3530,Initiative 3530,2019-04-30,2029-06-07,71.47859321798467
3531,Initiative 3531,2018-06-22,2028-09-25,81.52647905422297
3532,Initiative 3532,2021-03-24,2029-02-23,52.38396968708984
3533,Initiative 3533,2018-03-02,2026-09-22,81.86257253958168
3534,Initiative 3534,2021-05-22,2029-02-23,54.860249767722216
3535,Initiative 3535,2015-11-20,2027-01-07,85.7009390459506
3536,Initiative 3536,2015-12-31,2025-12-11,78.69192242667867
3537,Initiative 3537,2018-01-28,2029-03-01,65.02466213211031
3538,Initiative 3538,2022-04-14,2026-09-22,68.54199981612378
3539,Initiative 3539,2018-09-06,2025-03-05,54.504579121657805
3540,Initiative 3540,2018-06-21,2025-09-21,66.13942352073299
3541,Initiative 3541,2019-04-30,2025-04-01,98.34214551481112
3542,Initiative 3542,2015-07-31,2027-04-19,74.30924313085896
3543,Initiative 3543,2015-07-01,2027-06-19,73.71204610259231
3544,Initiative 3544,2017-07-31,2029-02-17,81.46143944947744
3545,Initiative 3545,2017-09-03,2029-11-14,74.22219048682403
3546,Initiative 3546,2017-07-31,2028-01-01,67.77545498814884
3547,Initiative 3547,2019-01-15,2027-02-22,56.9760787034363
3548,Initiative 3548,2015-06-03,2029-09-01,81.51576190833978
3549,Initiative 3549,2019-08-21,2025-04-19,87.44612113896719
3550,Initiative 3550,2015-06-11,2028-11-10,96.15513264912104
3551,Initiative 3551,2016-11-16,2028-05-05,50.150692828593655
3552,Initiative 3552,2020-11-02,2029-02-23,53.33302056069946
3553,Initiative 3553,2016-04-10,2028-09-25,94.97028309881674
3554,Initiative 3554,2023-10-21,2025-11-14,81.55777697597924
3555,Initiative 3555,2023-05-26,2026-03-05,97.89551382160778
3556,Initiative 3556,2016-11-16,2026-10-19,71.54222970610348
3557,Initiative 3557,2023-08-01,2027-07-17,70.83435851248537
3558,Initiative 3558,2022-02-17,2027-08-14,67.21322896986858
3559,Initiative 3559,2021-03-24,2025-04-19,57.14094619348581
3560,Initiative 3560,2021-10-26,2028-09-14,68.93164544738843
3561,Initiative 3561,2018-10-25,2027-04-22,50.7324270096819
3562,Initiative 3562,2022-02-17,2029-07-31,75.46566424368274
3563,Initiative 3563,2024-09-21,2027-01-16,92.36051035591227
3564,Initiative 3564,2021-09-21,2027-01-07,66.05983768453073
3565,Initiative 3565,2016-07-19,2029-02-23,54.73200782606784
3566,Initiative 3566,2021-01-23,2027-10-27,98.68806616769784
3567,Initiative 3567,2016-07-19,2029-08-02,56.44888044405129
3568,Initiative 3568,2017-09-03,2029-02-17,76.43487483897496
3569,Initiative 3569,2020-11-05,2029-03-09,90.45928436270599
3570,Initiative 3570,2023-04-16,2027-08-30,62.617260369763386
3571,Initiative 3571,2021-06-02,2027-03-26,92.07447699478155
3572,Initiative 3572,2019-06-15,2025-09-21,77.85125703534106
3573,Initiative 3573,2015-06-11,2029-08-18,66.5967839940559
3574,Initiative 3574,2018-07-11,2029-07-31,93.28446080653013
3575,Initiative 3575,2020-01-30,2026-08-11,81.10000766564755
3576,Initiative 3576,2015-11-20,2026-06-05,80.76922132938752
3577,Initiative 3577,2023-07-17,2029-05-02,75.20048585682615
3578,Initiative 3578,2016-02-02,2028-01-08,63.736874356686634
3579,Initiative 3579,2023-01-17,2026-11-29,65.24302230608723
3580,Initiative 3580,2024-11-01,2027-03-09,54.40395364297153
3581,Initiative 3581,2021-01-23,2029-11-11,62.18618530913726
3582,Initiative 3582,2018-08-25,2026-05-17,63.89125430201162
3583,Initiative 3583,2021-01-23,2028-07-20,52.93507463157323
3584,Initiative 3584,2015-10-18,2029-07-31,55.515736833956154
3585,Initiative 3585,2021-10-03,2026-10-09,63.51264942688519
3586,Initiative 3586,2016-06-01,2026-10-21,83.86262615598453
3587,Initiative 3587,2020-11-13,2026-08-11,59.211749551561304
3588,Initiative 3588,2021-10-03,2029-08-02,76.09247999439336
3589,Initiative 3589,2017-09-03,2028-06-05,75.39516327477644
3590,Initiative 3590,2018-09-06,2026-05-28,91.70190398118282
3591,Initiative 3591,2023-05-29,2028-01-08,80.45819026957949
3592,Initiative 3592,2016-06-01,2025-12-11,95.84995393469205
3593,Initiative 3593,2018-03-02,2027-11-05,81.40506846577009
3594,Initiative 3594,2015-02-14,2026-11-29,51.275781889962516
3595,Initiative 3595,2015-03-15,2026-12-22,69.07460359475033
3596,Initiative 3596,2018-06-22,2026-01-29,84.95239880280563
3597,Initiative 3597,2021-10-03,2027-05-26,73.75609472097472
3598,Initiative 3598,2016-12-21,2028-05-15,70.96989349107903
3599,Initiative 3599,2019-03-17,2028-07-21,83.57728154479307
3600,Initiative 3600,2021-05-22,2026-03-17,64.28664398257989
3601,Initiative 3601,2022-02-17,2028-08-20,95.44890158459185
3602,Initiative 3602,2018-10-25,2027-11-05,70.6571800495292
3603,Initiative 3603,2021-10-03,2028-07-21,81.56089054587665
3604,Initiative 3604,2015-11-26,2027-08-14,99.11666332850976
3605,Initiative 3605,2018-05-03,2027-08-30,89.27401149770142
3606,Initiative 3606,2019-03-17,2029-03-09,76.58115793857456
3607,Initiative 3607,2021-09-21,2028-07-21,92.96937941247177
3608,Initiative 3608,2019-08-09,2025-04-15,78.02188592345564
3609,Initiative 3609,2024-06-27,2029-05-04,72.08267173139696
3610,Initiative 3610,2018-05-03,2029-08-18,93.67264724989977
3611,Initiative 3611,2020-05-03,2029-09-28,51.35776784454715
3612,Initiative 3612,2020-01-30,2029-05-21,70.37330683816045
3613,Initiative 3613,2018-08-25,2025-11-14,67.1496233284623
3614,Initiative 3614,2016-04-11,2027-04-22,85.7043153181041
3615,Initiative 3615,2019-03-21,2027-01-07,50.62931075769068
3616,Initiative 3616,2018-06-22,2025-12-11,83.0426239402237
3617,Initiative 3617,2015-12-24,2026-12-21,67.3180617962289
3618,Initiative 3618,2015-06-20,2025-12-11,54.89466895214523
3619,Initiative 3619,2021-05-22,2026-11-29,99.01653908677847
3620,Initiative 3620,2015-12-31,2029-01-19,60.611436892538556
3621,Initiative 3621,2015-07-01,2025-04-01,67.45649644738168
3622,Initiative 3622,2015-10-18,2029-08-18,60.35232946396897
3623,Initiative 3623,2022-04-14,2025-01-05,83.0995598646011
3624,Initiative 3624,2016-12-21,2026-01-29,89.1258157034078
3625,Initiative 3625,2020-01-30,2025-04-01,93.03204173207905
3626,Initiative 3626,2022-10-28,2025-10-22,65.54991089720818
3627,Initiative 3627,2018-09-03,2027-03-26,76.2276695765758
3628,Initiative 3628,2018-07-11,2029-05-02,83.16288124280955
3629,Initiative 3629,2016-04-01,2025-01-05,81.47604875601955
3630,Initiative 3630,2015-05-11,2025-04-15,85.80135968079027
3631,Initiative 3631,2015-06-26,2027-02-22,88.48636518223773
3632,Initiative 3632,2015-02-14,2025-12-11,54.8736678035652
3633,Initiative 3633,2015-06-26,2029-11-20,58.41555123458325
3634,Initiative 3634,2023-07-17,2029-08-02,86.71605247570446
3635,Initiative 3635,2016-11-16,2027-03-09,73.83377669549348
3636,Initiative 3636,2019-03-21,2026-10-19,71.3516895536286
3637,Initiative 3637,2019-06-15,2026-03-07,72.77200625387971
3638,Initiative 3638,2016-02-02,2028-05-17,68.60130067156801
3639,Initiative 3639,2023-11-13,2028-04-24,79.55337562904964
3640,Initiative 3640,2016-07-16,2025-11-14,66.1662771327688
3641,Initiative 3641,2023-06-08,2027-05-26,81.84077002954494
3642,Initiative 3642,2022-06-12,2027-03-09,60.131855775940345
3643,Initiative 3643,2018-07-11,2029-05-02,87.88444568078782
3644,Initiative 3644,2020-01-30,2027-08-13,89.07999872871252
3645,Initiative 3645,2024-04-16,2027-11-05,78.9260408112323
3646,Initiative 3646,2016-07-16,2026-08-20,68.46617313747718
3647,Initiative 3647,2018-07-11,2028-07-21,50.71982866184308
3648,Initiative 3648,2019-06-15,2029-06-07,56.07662362256567
3649,Initiative 3649,2015-06-26,2027-02-22,53.98435063943337
3650,Initiative 3650,2015-06-20,2026-12-21,50.510251257443294
3651,Initiative 3651,2020-05-03,2029-10-03,86.11098859504514
3652,Initiative 3652,2018-05-03,2027-08-14,97.80333799681969
3653,Initiative 3653,2016-02-24,2026-10-09,50.55841326494075
3654,Initiative 3654,2020-01-17,2028-04-24,55.6345300897732
3655,Initiative 3655,2022-04-14,2028-01-26,93.03379296749355
3656,Initiative 3656,2022-09-09,2026-05-28,84.42511247381208
3657,Initiative 3657,2018-08-25,2028-07-21,70.23551982481514
3658,Initiative 3658,2023-08-01,2026-12-21,99.63982587336577
3659,Initiative 3659,2015-12-16,2027-05-26,78.68106708949975
3660,Initiative 3660,2015-11-26,2028-09-25,83.4799506374714
3661,Initiative 3661,2024-09-21,2025-04-01,82.65881834177563
3662,Initiative 3662,2017-07-22,2028-06-27,61.135081504444706
3663,Initiative 3663,2019-03-21,2025-11-14,74.40622048887461
3664,Initiative 3664,2016-12-21,2029-06-30,60.82056492751627
3665,Initiative 3665,2023-05-26,2027-02-22,75.47322651038118
3666,Initiative 3666,2015-03-15,2029-07-31,51.53906094043031
3667,Initiative 3667,2022-03-11,2025-01-05,69.09795884258462
3668,Initiative 3668,2023-05-26,2026-05-17,68.61050364442343
3669,Initiative 3669,2015-02-14,2028-01-01,64.58153109259123
3670,Initiative 3670,2023-07-17,2027-05-26,53.96144710826186
3671,Initiative 3671,2022-04-14,2025-01-05,88.5483530131218
3672,Initiative 3672,2022-02-17,2027-08-14,71.0227432144016
3673,Initiative 3673,2021-06-02,2027-01-16,90.69865893806218
3674,Initiative 3674,2016-12-05,2028-08-12,91.78636189607795
3675,Initiative 3675,2016-04-10,2028-07-21,60.679869495089484
3676,Initiative 3676,2015-11-26,2026-10-21,71.0665056899412
3677,Initiative 3677,2019-02-23,2029-05-16,86.04870026045177
3678,Initiative 3678,2019-02-23,2029-10-03,74.97480768374483
3679,Initiative 3679,2015-05-11,2025-02-11,92.75341152014855
3680,Initiative 3680,2018-03-02,2028-06-27,78.57845038567032
3681,Initiative 3681,2015-11-20,2026-05-28,81.47904839292832
3682,Initiative 3682,2022-10-28,2025-11-07,89.35117322723525
3683,Initiative 3683,2016-02-24,2029-02-23,56.11110538142556
3684,Initiative 3684,2024-11-01,2025-12-11,79.21241189590273
3685,Initiative 3685,2022-10-13,2029-08-18,54.27149343820738
3686,Initiative 3686,2019-04-30,2027-01-16,63.02755617685193
3687,Initiative 3687,2015-12-31,2027-01-16,60.62858532122894
3688,Initiative 3688,2019-03-17,2025-09-21,78.35380453309202
3689,Initiative 3689,2015-03-15,2027-04-22,92.19511891952264
3690,Initiative 3690,2021-09-23,2026-05-28,56.6404804775258
3691,Initiative 3691,2020-11-05,2026-03-07,88.41982638235424
3692,Initiative 3692,2022-02-17,2025-03-05,57.153306271137446
3693,Initiative 3693,2024-07-20,2026-08-11,59.483585642421346
3694,Initiative 3694,2015-05-12,2027-02-22,95.84700986275328
3695,Initiative 3695,2016-02-02,2029-06-12,50.48645777533273
3696,Initiative 3696,2019-01-15,2025-11-14,59.85720206167694
3697,Initiative 3697,2016-10-22,2025-04-15,60.77780456392092
3698,Initiative 3698,2020-01-17,2025-11-14,64.09402816904883
3699,Initiative 3699,2015-06-11,2027-03-26,68.17058535472181
3700,Initiative 3700,2020-05-20,2026-01-29,55.158900591936614
3701,Initiative 3701,2018-09-06,2026-12-08,73.42271399415169
3702,Initiative 3702,2021-09-05,2026-07-23,69.96751836819445
3703,Initiative 3703,2022-10-13,2026-12-22,81.24669054576248
3704,Initiative 3704,2020-05-03,2029-03-09,93.37588170343506
3705,Initiative 3705,2024-11-01,2029-06-07,64.88601300679453
3706,Initiative 3706,2018-05-03,2027-11-05,77.32438871297973
3707,Initiative 3707,2021-05-22,2025-02-11,68.56886850700924
3708,Initiative 3708,2019-08-09,2027-01-16,52.012514054416485
3709,Initiative 3709,2018-01-28,2028-06-05,91.05376820635465
3710,Initiative 3710,2023-05-12,2025-03-26,81.71082199959693
3711,Initiative 3711,2021-06-02,2026-01-03,50.10861351876415
3712,Initiative 3712,2018-01-28,2029-03-01,62.478597010130834
3713,Initiative 3713,2021-09-05,2027-03-09,65.44947024944884
3714,Initiative 3714,2021-08-14,2025-04-19,90.57657702655709
3715,Initiative 3715,2015-12-16,2029-08-18,88.03566052033489
3716,Initiative 3716,2022-10-13,2026-01-29,69.80719260677598
3717,Initiative 3717,2019-11-30,2025-11-14,57.86711081393226
3718,Initiative 3718,2018-06-22,2026-08-20,69.30160762906871
3719,Initiative 3719,2015-12-24,2026-03-05,90.50731611994752
3720,Initiative 3720,2021-01-23,2026-05-17,72.61956801583266
3721,Initiative 3721,2021-09-05,2029-06-12,55.79350941429275
3722,Initiative 3722,2019-01-15,2029-05-02,51.92737362005286
3723,Initiative 3723,2017-09-03,2029-01-19,66.66676361450484
