location_key,district,region,population_density,terrain_type,distance_to_nearest_health_center,regional_health_policy
2759,New Roberttown,Adamawa,789,Flat,6.164689094083981,Policy B
2760,North Judithbury,North,832,Flat,15.618921921349607,Policy A
2761,North Noahstad,Littoral,92,Hilly,39.172219212251186,Policy C
2762,Port Keith,Southwest,993,Hilly,18.613012052971982,Policy B
2763,Herrerafurt,Northwest,392,Hilly,12.459321870981974,Policy A
2764,Ericmouth,Adamawa,375,Hilly,33.77393284647305,Policy C
2765,East Jessetown,Northwest,863,Flat,10.239559494746953,Policy B
2766,Lake Debra,Far North,547,Hilly,44.83481951936725,Policy B
2767,New Roberttown,East,413,Mountainous,5.727120603293978,Policy C
2768,Robinsonshire,East,940,Mountainous,35.47421521299993,Policy B
2769,Lake Chad,Adamawa,476,Hilly,25.227660713675572,Policy C
2770,Port Keith,Littoral,70,Flat,43.56151333865118,Policy B
2771,West Michael,Far North,456,Hilly,6.746657005798712,Policy A
2772,West Michael,North,668,Hilly,34.05579846555635,Policy C
2773,Ramirezstad,Northwest,385,Flat,28.81670463947838,Policy B
2774,Lake Chad,Center,864,Mountainous,24.264462040882297,Policy B
2775,East Jessetown,North,166,Hilly,24.824659539917086,Policy B
2776,North Judithbury,East,173,Hilly,36.237859609027275,Policy A
2777,New Roberttown,North,448,Mountainous,46.918211919273695,Policy B
2778,Herrerafurt,Far North,842,Flat,5.016957126392881,Policy B
2779,West Michael,Southwest,853,Flat,1.4653810567207515,Policy C
2780,New Roberttown,Southwest,764,Mountainous,40.38238722781958,Policy B
2781,New Jessica,Far North,100,Flat,5.854384683762587,Policy A
2782,New Jessica,North,832,Hilly,49.34149140598098,Policy C
2783,Cassandraton,Northwest,373,Hilly,31.157738323462443,Policy C
2784,New Kellystad,Center,838,Hilly,32.717886565079965,Policy C
2785,North Judithbury,Southwest,190,Flat,10.34513929543186,Policy A
2786,North Noahstad,East,519,Flat,12.395459359685384,Policy A
2787,Lake Chad,North,836,Flat,33.13784000341288,Policy C
2788,New Kellystad,Southwest,851,Mountainous,45.53147847774275,Policy C
2789,New Roberttown,Center,383,Hilly,49.128332448619545,Policy A
2790,West Michael,Adamawa,942,Mountainous,10.302531858239137,Policy A
2791,Lake Roberto,North,422,Hilly,7.138921324134613,Policy B
2792,Jacquelineland,Littoral,613,Mountainous,3.291867209159128,Policy C
2793,Ramirezstad,North,543,Flat,43.48070239898573,Policy C
2794,Robinsonshire,Adamawa,588,Hilly,15.088384919395203,Policy A
2795,New Kellystad,Center,718,Hilly,0.5896956765279573,Policy C
2796,Robinsonshire,Adamawa,800,Hilly,11.578995259793228,Policy B
2797,Lake Debra,Center,205,Flat,17.351833464921214,Policy A
2798,Ericmouth,Adamawa,340,Hilly,49.55381539008592,Policy B
2799,North Noahstad,East,697,Mountainous,26.41530889592554,Policy B
2800,Ericmouth,Far North,193,Flat,10.633340405957515,Policy C
2801,Port Jesseville,Center,155,Mountainous,17.073508063315828,Policy B
2802,Lake Debra,Adamawa,469,Mountainous,16.85023053406548,Policy A
2803,New Roberttown,Adamawa,719,Hilly,1.4764244499271866,Policy C
2804,Robinsonshire,Center,707,Flat,7.191561181485788,Policy A
2805,Lake Chad,Center,51,Flat,34.912224755308955,Policy C
2806,Ericmouth,East,994,Mountainous,6.4524238352513645,Policy A
2807,Lake Chad,East,638,Hilly,11.92134669200288,Policy C
2808,North Noahstad,East,693,Flat,17.861496271013284,Policy B
2809,Port Jesseville,Northwest,139,Flat,38.00787975286354,Policy A
2810,New Roberttown,East,394,Hilly,29.32884776096302,Policy C
2811,Herrerafurt,Littoral,399,Hilly,34.60549925693413,Policy A
2812,Ericmouth,Center,508,Hilly,28.567110108298525,Policy B
2813,Lake Roberto,North,312,Mountainous,34.337825048482514,Policy C
2814,Port Jesseville,Center,400,Hilly,0.6406866063666361,Policy B
2815,New Jessica,Northwest,157,Hilly,46.57945814638576,Policy B
2816,New Jessica,Northwest,635,Hilly,5.990551428302922,Policy A
2817,Lisatown,Northwest,88,Hilly,20.60933025085679,Policy B
2818,Port Keith,Littoral,958,Hilly,38.66639932712031,Policy B
2819,East Jessetown,Far North,208,Flat,22.043920541466484,Policy A
2820,Lake Debra,Littoral,632,Flat,47.368706307542034,Policy B
2821,North Noahstad,Center,361,Hilly,23.645652950688955,Policy A
2822,North Judithbury,East,290,Flat,43.80950057733223,Policy B
2823,New Kellystad,Center,987,Hilly,40.63599161143241,Policy B
2824,Cassandraton,North,494,Flat,49.05882198853482,Policy C
2825,New Jessica,Littoral,347,Flat,46.36411514717329,Policy C
2826,New Kellystad,Adamawa,85,Hilly,44.9571298182875,Policy A
2827,Cassandraton,Southwest,133,Flat,36.714414855713684,Policy A
2828,Port Keith,Center,501,Flat,18.66640828977693,Policy B
2829,Cassandraton,North,935,Mountainous,5.75320821896267,Policy B
2830,Lake Chad,North,824,Hilly,34.5879300870873,Policy C
2831,New Jessica,Northwest,871,Flat,48.943377026229264,Policy A
2832,Lake Debra,North,434,Hilly,36.46691964792751,Policy A
2833,North Noahstad,Center,221,Hilly,46.47210377922811,Policy A
2834,Cassandraton,Far North,425,Hilly,40.31308329129808,Policy B
2835,New Jessica,Far North,734,Mountainous,8.574176418275599,Policy C
2836,Lisatown,Center,411,Hilly,12.835586644268721,Policy A
2837,Port Jesseville,Littoral,608,Mountainous,17.42234728723634,Policy A
2838,Cassandraton,Southwest,940,Mountainous,8.828891994731205,Policy C
2839,Robinsonshire,Northwest,190,Flat,29.29174096731383,Policy A
2840,New Kellystad,Adamawa,936,Hilly,48.784800944680086,Policy C
2841,Cassandraton,Littoral,967,Mountainous,38.19221225508985,Policy B
2842,North Noahstad,Northwest,167,Mountainous,21.457644078839362,Policy C
2843,Port Jesseville,East,326,Flat,0.7229718085242887,Policy A
2844,Jacquelineland,Center,775,Flat,16.007162551339846,Policy A
2845,Lake Roberto,Adamawa,269,Flat,26.574584740764656,Policy C
2846,Cassandraton,Southwest,954,Hilly,16.550418255672543,Policy B
2847,New Kellystad,Far North,75,Hilly,5.996228689681047,Policy A
2848,Ericmouth,Northwest,570,Hilly,22.41686536466378,Policy B
2849,New Kellystad,Center,832,Flat,13.036014439802953,Policy A
2850,Herrerafurt,Adamawa,59,Mountainous,45.50700263484432,Policy A
2851,East Jessetown,Adamawa,427,Flat,5.536849160800279,Policy C
2852,Jacquelineland,North,682,Flat,2.9330551218731635,Policy A
2853,Lisatown,Littoral,686,Hilly,0.7630513731656714,Policy B
2854,Jacquelineland,North,731,Hilly,16.73944938204006,Policy A
2855,West Michael,East,633,Flat,33.189148490943985,Policy A
2856,Robinsonshire,Littoral,201,Hilly,36.65548076764874,Policy B
2857,West Michael,East,769,Mountainous,22.936453327395295,Policy B
2858,North Judithbury,Littoral,98,Hilly,34.3742681975357,Policy A
2859,Port Keith,Littoral,203,Mountainous,18.31574479266049,Policy B
2860,Lisatown,Littoral,908,Hilly,33.556407889337535,Policy B
2861,Port Keith,Northwest,342,Mountainous,2.5095012724674834,Policy B
2862,North Noahstad,Littoral,629,Flat,19.842272736066704,Policy B
2863,New Roberttown,Northwest,99,Hilly,39.647059042842365,Policy C
2864,Lake Chad,North,713,Flat,40.248798507720565,Policy A
2865,Port Jesseville,Center,580,Flat,35.949364554346886,Policy A
2866,Lake Debra,Northwest,661,Mountainous,10.609811718208288,Policy C
2867,North Noahstad,Center,109,Flat,12.736653387066346,Policy A
2868,Lake Roberto,Southwest,216,Hilly,49.80639199959336,Policy C
2869,Ericmouth,North,251,Hilly,5.617211356497014,Policy B
2870,Lake Debra,East,906,Hilly,9.442803595669265,Policy A
2871,Lake Chad,Littoral,195,Mountainous,6.936299654681563,Policy C
2872,New Kellystad,Southwest,964,Mountainous,16.71892070233897,Policy A
2873,New Roberttown,Adamawa,725,Hilly,10.903703844079207,Policy A
2874,Port Keith,Southwest,488,Flat,25.13555399761472,Policy B
2875,New Jessica,Northwest,291,Hilly,24.063024990565935,Policy C
2876,Port Jesseville,Adamawa,630,Flat,45.1245281628395,Policy C
2877,Jacquelineland,Center,736,Mountainous,2.2196273985166837,Policy C
2878,New Kellystad,Far North,610,Mountainous,16.334039045054286,Policy B
2879,West Michael,Adamawa,532,Hilly,30.034565653855964,Policy B
2880,Ramirezstad,Northwest,157,Flat,30.43768721127621,Policy B
2881,Lake Chad,Adamawa,275,Hilly,24.266248336203354,Policy A
2882,West Michael,Northwest,722,Hilly,40.875444270324365,Policy A
2883,East Jill,North,680,Hilly,3.6047474850157104,Policy C
2884,Herrerafurt,Far North,710,Hilly,40.86664439621673,Policy C
2885,West Michael,Southwest,711,Flat,24.990334901567326,Policy C
2886,New Jessica,Southwest,481,Flat,7.121154406311607,Policy A
2887,New Roberttown,Adamawa,854,Hilly,44.342244720253646,Policy C
2888,East Jessetown,Southwest,704,Mountainous,32.636824587277694,Policy B
2889,Lake Roberto,Northwest,468,Hilly,8.595511497794895,Policy C
2890,Herrerafurt,Adamawa,504,Mountainous,2.165661308251817,Policy B
2891,Robinsonshire,Adamawa,209,Flat,7.484927592466139,Policy C
2892,New Jessica,East,572,Flat,30.63549902892948,Policy B
2893,East Jill,Adamawa,699,Hilly,9.375163645372398,Policy C
2894,Jacquelineland,Littoral,639,Flat,11.675272206313892,Policy B
2895,New Kellystad,East,126,Mountainous,1.744416424937552,Policy B
2896,Cassandraton,North,558,Flat,36.28506827581088,Policy A
2897,Lake Chad,North,490,Hilly,40.613037788092136,Policy B
2898,East Jessetown,North,303,Flat,39.943984750220096,Policy A
2899,North Judithbury,East,970,Mountainous,6.8146234925320694,Policy C
2900,East Jessetown,Northwest,819,Mountainous,45.21340580574359,Policy A
2901,Ericmouth,Center,369,Hilly,33.77780205896696,Policy A
2902,Lake Roberto,Far North,852,Hilly,44.927666807654795,Policy A
2903,Ramirezstad,Northwest,312,Hilly,22.634444974267847,Policy B
2904,Ramirezstad,Southwest,646,Mountainous,22.12926562364304,Policy A
2905,West Michael,Far North,707,Flat,39.334557674902314,Policy C
2906,Jacquelineland,North,884,Hilly,5.118243846098804,Policy B
2907,Jacquelineland,Adamawa,603,Mountainous,26.283264813426843,Policy B
2908,Lake Roberto,Southwest,423,Flat,41.90101966374567,Policy C
2909,Port Keith,North,686,Flat,41.59453187194378,Policy A
2910,Herrerafurt,Adamawa,216,Mountainous,47.82857638894726,Policy B
2911,New Kellystad,Littoral,986,Hilly,35.06449337976205,Policy B
2912,Port Keith,Southwest,802,Mountainous,10.784646157266554,Policy A
2913,Jacquelineland,Adamawa,508,Mountainous,1.5038755872817506,Policy A
2914,Ramirezstad,Southwest,329,Hilly,24.231082032041545,Policy C
2915,Lake Debra,East,749,Mountainous,25.9283413483165,Policy A
2916,Herrerafurt,Adamawa,351,Flat,12.392997932697106,Policy A
2917,North Judithbury,Center,580,Hilly,6.672523632618359,Policy C
2918,Port Jesseville,Littoral,629,Mountainous,29.517304226430195,Policy C
2919,East Jessetown,Northwest,267,Mountainous,38.330655864194995,Policy A
2920,North Noahstad,East,151,Flat,49.66112812771295,Policy C
2921,Lake Chad,Northwest,603,Hilly,38.03597955192067,Policy A
2922,New Roberttown,East,337,Mountainous,39.78480450565126,Policy C
2923,East Jessetown,North,216,Mountainous,31.014813472325475,Policy C
2924,Lake Debra,North,670,Hilly,49.30317161901588,Policy A
2925,Herrerafurt,Far North,85,Mountainous,32.177841063171236,Policy B
2926,North Noahstad,Center,793,Mountainous,43.082537676785364,Policy B
2927,Cassandraton,North,790,Flat,47.31633998892731,Policy B
2928,Port Keith,Littoral,402,Flat,46.527995774777764,Policy B
2929,Lisatown,North,725,Flat,19.38005951727615,Policy A
2930,Ramirezstad,Center,948,Mountainous,4.393771886555804,Policy C
2931,Port Jesseville,Northwest,122,Hilly,9.007748275692718,Policy B
2932,Herrerafurt,Far North,697,Hilly,3.43155361713207,Policy B
2933,Port Jesseville,East,402,Flat,5.717148274042431,Policy A
2934,East Jessetown,North,940,Hilly,9.640236671738032,Policy B
2935,Port Keith,North,119,Flat,17.384168671076388,Policy C
2936,Port Keith,Littoral,474,Hilly,27.405212505466253,Policy B
2937,Cassandraton,Northwest,757,Flat,35.728261938076756,Policy A
2938,New Roberttown,North,830,Mountainous,10.94090313727234,Policy C
2939,North Noahstad,Adamawa,610,Mountainous,33.7898590097879,Policy C
2940,East Jill,Northwest,877,Mountainous,35.360824187869774,Policy B
2941,East Jessetown,East,691,Flat,28.15180567487638,Policy B
2942,North Judithbury,Northwest,566,Hilly,45.229084555036174,Policy B
2943,Cassandraton,Center,477,Flat,5.994243289129628,Policy C
2944,East Jessetown,East,588,Mountainous,9.267512151319764,Policy A
2945,Robinsonshire,East,209,Hilly,21.7189088072795,Policy C
2946,Lake Roberto,Far North,198,Mountainous,6.772280394094824,Policy B
2947,Ramirezstad,Far North,825,Flat,28.53165911434233,Policy A
2948,Robinsonshire,East,279,Hilly,20.22082309716651,Policy C
2949,West Michael,Southwest,761,Mountainous,14.587491829527963,Policy A
2950,Robinsonshire,Adamawa,611,Hilly,8.914495744373045,Policy A
2951,Cassandraton,North,116,Hilly,17.09924279823641,Policy B
2952,West Michael,North,861,Hilly,30.593987866200926,Policy C
2953,Lake Chad,East,430,Flat,29.001367939025872,Policy B
2954,Port Keith,Far North,107,Hilly,8.599388010406575,Policy C
2955,Lake Roberto,Adamawa,308,Flat,6.683530631661354,Policy A
2956,New Kellystad,Center,391,Mountainous,1.82049974913919,Policy C
2957,Robinsonshire,Southwest,887,Mountainous,1.1150668927996472,Policy C
2958,Robinsonshire,Littoral,179,Mountainous,44.05061656812442,Policy C
2959,Lake Chad,Far North,776,Hilly,2.731898372266801,Policy A
2960,New Kellystad,Far North,221,Hilly,36.69544493872569,Policy C
2961,North Judithbury,Adamawa,819,Hilly,43.66326226412537,Policy B
2962,New Jessica,Far North,663,Flat,5.353863503841651,Policy B
2963,Lisatown,Center,258,Mountainous,22.096920479734372,Policy B
2964,Port Keith,Northwest,852,Hilly,48.13399766712669,Policy B
2965,Jacquelineland,Northwest,403,Mountainous,41.78986369591746,Policy C
2966,Lake Chad,Adamawa,520,Mountainous,24.740349576963826,Policy A
2967,New Kellystad,Southwest,847,Hilly,38.24727008318187,Policy C
2968,North Judithbury,Northwest,165,Hilly,41.75219240936736,Policy A
2969,Lisatown,Northwest,313,Mountainous,17.727334677841604,Policy B
2970,Lisatown,North,711,Hilly,44.66156938506307,Policy A
2971,Ericmouth,Center,861,Hilly,23.788429324019262,Policy C
2972,New Roberttown,Littoral,491,Hilly,26.626464496162082,Policy C
2973,Jacquelineland,Adamawa,597,Flat,49.985528072180635,Policy B
2974,East Jessetown,Northwest,502,Hilly,42.24349682453198,Policy C
2975,West Michael,North,894,Flat,18.40761528576251,Policy A
2976,Robinsonshire,East,526,Mountainous,1.0121070253986475,Policy B
2977,Herrerafurt,Far North,336,Mountainous,31.495616652797786,Policy B
2978,Cassandraton,Northwest,352,Flat,35.34371459334134,Policy A
2979,Lisatown,East,360,Flat,32.714733162097296,Policy C
2980,Port Keith,Center,257,Mountainous,48.409186382579044,Policy C
2981,East Jessetown,Northwest,667,Hilly,43.21706585294114,Policy C
2982,Ericmouth,Southwest,495,Flat,22.717168812442104,Policy A
2983,Port Jesseville,Northwest,719,Flat,3.6114456298828572,Policy C
2984,Ramirezstad,Adamawa,682,Hilly,24.064909090348845,Policy B
2985,Cassandraton,Adamawa,104,Flat,34.617578988120144,Policy A
2986,New Jessica,Littoral,961,Hilly,30.58163550723673,Policy C
2987,New Kellystad,Northwest,61,Mountainous,27.137784851688803,Policy B
2988,New Jessica,Southwest,706,Flat,23.706538421754445,Policy C
2989,New Kellystad,Southwest,449,Hilly,15.041212714855623,Policy C
2990,Jacquelineland,Far North,957,Mountainous,14.228664705369148,Policy A
2991,East Jessetown,Littoral,697,Flat,25.261458206827193,Policy B
2992,Herrerafurt,Southwest,564,Flat,8.449855748267627,Policy B
2993,Herrerafurt,Northwest,705,Flat,17.36392846695268,Policy A
2994,Port Keith,North,591,Mountainous,16.53697409814993,Policy A
2995,New Jessica,Center,286,Flat,29.563073678417943,Policy C
2996,Robinsonshire,East,328,Flat,3.800773867969717,Policy A
2997,North Noahstad,Northwest,397,Mountainous,41.56859967312221,Policy A
2998,New Jessica,North,676,Flat,28.337729829027907,Policy A
2999,Jacquelineland,Littoral,153,Hilly,33.7059206984088,Policy A
3000,New Roberttown,East,679,Flat,35.30314823609192,Policy B
3001,Lake Debra,Far North,566,Flat,14.928464773705556,Policy A
3002,Cassandraton,Southwest,921,Flat,23.783392585550892,Policy B
3003,East Jessetown,East,297,Hilly,47.83417481554853,Policy B
3004,Lake Roberto,Far North,413,Hilly,38.45190928084234,Policy A
3005,North Noahstad,East,370,Mountainous,48.493065323547675,Policy C
3006,East Jessetown,Southwest,682,Hilly,37.43959008474127,Policy C
3007,Robinsonshire,Littoral,335,Hilly,9.192206915571612,Policy A
3008,Herrerafurt,Far North,198,Mountainous,3.6945262503114735,Policy A
3009,Lake Debra,Northwest,133,Flat,29.09424111762335,Policy A
3010,Ramirezstad,North,455,Hilly,18.211757345279175,Policy A
3011,New Kellystad,Northwest,505,Flat,14.135166551839426,Policy B
3012,Lake Chad,Far North,792,Hilly,40.45694432305817,Policy B
3013,New Jessica,North,849,Flat,18.666166720556394,Policy A
3014,Lake Debra,Adamawa,210,Flat,16.191548001848044,Policy A
3015,Jacquelineland,Far North,833,Hilly,42.57438586186601,Policy A
3016,New Kellystad,Far North,509,Flat,42.391223156079775,Policy B
3017,Lake Chad,Littoral,599,Mountainous,18.140148568875304,Policy B
3018,Robinsonshire,North,549,Mountainous,41.708685698805326,Policy B
3019,Port Jesseville,East,787,Hilly,42.613535271466695,Policy A
3020,West Michael,Center,558,Flat,21.48456148396848,Policy C
3021,Robinsonshire,Southwest,703,Hilly,3.7904199453539924,Policy C
3022,West Michael,Northwest,853,Hilly,0.578439901083835,Policy C
3023,Robinsonshire,Southwest,530,Mountainous,26.402976913005254,Policy B
3024,Port Jesseville,North,712,Hilly,17.531736921832607,Policy A
3025,North Noahstad,North,163,Mountainous,49.85802876083912,Policy C
3026,Lake Debra,North,798,Mountainous,38.73434448155057,Policy B
3027,Robinsonshire,Center,627,Flat,38.18313508934542,Policy A
3028,Cassandraton,Far North,410,Flat,47.78451703022351,Policy A
3029,Port Keith,Littoral,390,Hilly,44.44235769571938,Policy A
3030,New Jessica,Southwest,819,Flat,16.25028023309124,Policy A
3031,East Jill,Northwest,810,Flat,8.71636746939188,Policy B
3032,Herrerafurt,East,498,Hilly,37.42166712074137,Policy A
3033,North Judithbury,Southwest,892,Mountainous,19.224557737302213,Policy B
3034,Port Jesseville,Center,884,Flat,23.922046255732344,Policy A
3035,Lake Debra,Southwest,229,Flat,31.704687698103932,Policy B
3036,Lisatown,Adamawa,751,Mountainous,45.439697508294415,Policy A
3037,New Kellystad,Far North,456,Flat,21.244843806712815,Policy A
3038,West Michael,Littoral,715,Flat,39.27418606585839,Policy A
3039,Ramirezstad,North,245,Flat,13.782819668095545,Policy A
3040,Port Jesseville,Far North,515,Flat,35.04960365071887,Policy B
3041,Lake Chad,Northwest,360,Mountainous,0.5781813433566375,Policy A
3042,Port Jesseville,Far North,311,Hilly,43.63960706778642,Policy A
