worker_key,worker_id,worker_role,years_of_experience,certification_status,specialization,healthcare_facility_key
2732,eb10e79d-7a5d-478c-9336-aae053c2d225,Doctor,1,Certified,Surgery,4285
2733,aaac9b8e-2af0-461c-9849-d5662b3b61b0,Nurse,27,Certified,Pediatrics,4885
2734,bd932d55-3a98-45a4-a85d-ebd608988462,Midwife,36,Certified,Surgery,8662
2735,5c79349b-f531-49cd-8665-4dc8cc2ff81f,Midwife,14,Certified,Surgery,5560
2736,74361bf4-34cc-4b5f-9eb8-94b681daf504,Nurse,23,Certified,Pediatrics,662
2737,292ab70f-1c95-470a-84b6-8b46764bfcfe,Midwife,26,Certified,Obstetrics,5967
2738,8979ae2a-2e44-425f-8bd3-a18c5fce2822,Midwife,15,Uncertified,Surgery,2334
2739,c43a0895-fc82-48b2-87dd-619e43b42591,Nurse,3,Uncertified,Obstetrics,2517
2740,15aa772b-e4dd-42e4-9a43-13448f30dcbb,Midwife,31,Certified,Surgery,7823
2741,d3c69a0b-e3ed-48e7-ab7e-5d6e977c530e,Midwife,24,Uncertified,General,2669
2742,f5fb1202-f426-4ced-96e7-6c80b7e42489,Nurse,33,Certified,General,5913
2743,5bb56304-9a75-4bfd-9484-cc454cd704db,Nurse,27,Certified,Surgery,3814
2744,adbf2c7e-6253-4c4f-9522-01b9f3a2843c,Midwife,25,Certified,General,8854
2745,9516af25-9ffc-4d8b-9574-cd12b9a89389,Nurse,39,Certified,Obstetrics,2204
2746,b34cd20f-b4f5-40bd-bfc7-a53311354e88,Nurse,16,Uncertified,Obstetrics,6149
2747,d611eab8-5045-4270-86bb-7fc7957f8096,Midwife,6,Certified,General,5026
2748,fff12088-a824-49bf-a4c1-e751d1061f9b,Midwife,10,Certified,Surgery,9263
2749,6ebc2f80-4c6c-46ab-bf99-8d954b0f8a54,Doctor,26,Uncertified,General,9017
2750,24f6106b-5249-4784-8477-f2be405d2466,Nurse,6,Uncertified,Pediatrics,5122
2751,0182fe50-958c-4dac-931d-56813cfe61bc,Doctor,21,Uncertified,General,8660
2752,f7f1e4dd-1292-480d-8200-fc4707b95f1f,Nurse,22,Certified,General,924
2753,df7e6540-4d9b-4420-ab7c-ede75ed29e43,Nurse,9,Uncertified,Surgery,1336
2754,e0fcc819-e044-411a-ba71-6cac27fd71c9,Nurse,19,Certified,Obstetrics,217
2755,602c9f16-86bc-4566-bcc7-281eda939145,Doctor,38,Uncertified,Obstetrics,1530
2756,548a3294-5d8f-4b1f-89d0-f9727eda1275,Nurse,28,Certified,Surgery,5301
2757,0263cf5f-e3fd-430a-be63-cfbe4172020e,Midwife,13,Certified,Obstetrics,570
2758,968215e6-808a-4c8a-91b2-4601c9972cff,Midwife,23,Certified,General,3772
2759,995faf9e-7cf2-430a-8318-7da0784d1304,Midwife,29,Certified,Surgery,4467
2760,0b888619-c3b6-4dd3-98be-0c1dafff9235,Doctor,12,Certified,Surgery,7431
2761,4d1f738b-af52-4383-a4ae-ac271ffbbdcc,Midwife,24,Certified,Obstetrics,7019
2762,0b220741-f05a-4420-b390-b6a060312fce,Nurse,24,Uncertified,Pediatrics,5483
2763,add788f4-9db6-487f-aeed-f607bfa4ec3b,Doctor,5,Certified,General,1774
2764,7d76b497-6c6b-4e96-ba7f-a0afc0e06982,Midwife,9,Uncertified,Surgery,5465
2765,f3fb6e3e-a445-4061-823e-c6ef24ac36be,Nurse,33,Certified,Surgery,3842
2766,be2ef077-0b61-4c4d-a758-baba57fd84bb,Midwife,35,Certified,Obstetrics,6222
2767,b29b13d4-80e5-4fcd-a857-997d20d0101f,Nurse,19,Certified,Surgery,4355
2768,b0f1fa70-cc26-419c-8eaa-ef120721c240,Midwife,28,Uncertified,Obstetrics,7381
2769,76200721-13a3-473e-aa81-07f04f411f39,Doctor,1,Uncertified,General,875
2770,084ec551-b609-4146-a67a-a6887bca7185,Nurse,38,Certified,General,2831
2771,3dc6b86e-7ecb-4144-a29f-76cdd422c59b,Doctor,28,Uncertified,Pediatrics,7296
2772,6c612b10-d9c1-4f9d-b378-3d654514deee,Doctor,11,Certified,General,2786
2773,1b18b735-3f89-421e-ac44-89d30afb0781,Midwife,21,Certified,General,4762
2774,a9e32c17-38b8-48c9-9905-c26869e20b45,Midwife,20,Certified,General,8735
2775,7cc17b10-bf1c-47c6-8338-3c8a4c4e7e58,Nurse,7,Uncertified,Obstetrics,2464
2776,cd48c310-20a4-43ea-9e3a-adfd96603422,Doctor,1,Certified,Obstetrics,3462
2777,62a5b83c-167a-4ee0-bee9-dc23af6b521c,Doctor,21,Certified,General,9079
2778,7b3f17a5-599c-445d-84a8-6685e29f4041,Doctor,7,Certified,Obstetrics,6827
2779,7ce02e4c-2d6f-48b6-97d0-ece952d85832,Doctor,16,Certified,Pediatrics,176
2780,2ddee2cf-a5c8-4b37-89e0-767a58664c20,Nurse,11,Certified,General,5420
2781,ebed4765-b62d-4b68-80b9-fc90b7b1dcab,Doctor,22,Uncertified,Surgery,1428
2782,de8427be-3383-4088-9fbc-bc9faaa8e791,Doctor,14,Uncertified,Surgery,5444
2783,c1232fa6-8fc1-432f-82a1-c1bc2020e7f7,Midwife,38,Uncertified,Surgery,6359
2784,e62c45cf-aff0-489f-bd69-2958664d0285,Midwife,2,Uncertified,Surgery,3655
2785,171e8a4d-eba1-4c2e-96a4-ad82808b2611,Doctor,20,Certified,General,1707
2786,0d5ee78a-ae18-4853-9ae5-01caf59ff3b4,Nurse,4,Uncertified,General,5993
2787,6429b70b-e26f-40c9-a842-d2ed6c437ffe,Midwife,30,Uncertified,Pediatrics,3627
2788,11fb02d1-8212-44cf-af7f-59008564c133,Doctor,38,Uncertified,Obstetrics,5610
2789,77d5242d-be22-4c05-9bcb-7f2a58f77937,Midwife,28,Uncertified,Pediatrics,8423
2790,5d63e77a-5339-4570-b14c-2e0f1c1c9d60,Doctor,21,Certified,Surgery,4101
2791,6a99326d-ad66-4a01-aa77-1a9ad5fa5142,Nurse,12,Certified,Surgery,8188
2792,6a221c69-6bde-45f0-9c0f-050514b931f2,Midwife,33,Uncertified,General,5689
2793,e4387607-950f-4500-bc5b-02578f470da9,Doctor,3,Uncertified,General,8392
2794,90cff4d2-0b0b-4cd9-baf8-75054d302957,Midwife,35,Certified,General,1559
2795,bf0b7aae-ef29-4e5d-abaa-fc703d50c7aa,Nurse,19,Uncertified,Pediatrics,6081
2796,6846ebe8-4039-4216-a354-99763d2e029f,Doctor,1,Certified,Pediatrics,8199
2797,9194a2fd-5775-4632-839f-665ca3a45bd4,Doctor,33,Uncertified,Surgery,7942
2798,1e9236cf-5047-4347-9ed8-d093e1f29d69,Midwife,30,Uncertified,Obstetrics,7521
2799,dd161c2d-1dd7-4760-a9cf-6200b2130031,Nurse,1,Certified,Obstetrics,5805
2800,35013e0b-3815-4bf4-925e-4b3fe81133a9,Doctor,4,Uncertified,General,7957
2801,fbf19ea9-6a52-4fdc-958f-8562964671ac,Nurse,4,Uncertified,Surgery,3791
2802,42c3badb-21b7-443c-aff7-306a3018e214,Nurse,11,Certified,Pediatrics,8806
2803,131b9633-ee5c-4bab-9f17-5b50e80339dc,Nurse,4,Uncertified,Obstetrics,1366
2804,6519e771-5f89-4ff9-a60a-0a2c82c127cb,Nurse,16,Uncertified,Surgery,2208
2805,97ecec56-113f-4d7d-a772-7fb49b63cb40,Nurse,17,Certified,General,9444
2806,2533f9da-f2e4-400d-94de-c4ee20efd022,Nurse,32,Uncertified,Surgery,5335
2807,e74e7269-6dfd-49e0-b582-8358a4283ea5,Nurse,21,Uncertified,Pediatrics,4499
2808,bd341081-d87d-4bf1-b377-fab1914839a9,Doctor,34,Certified,Pediatrics,5752
2809,d6e9e765-8edb-4792-8fd8-06d8e458e273,Midwife,1,Certified,Pediatrics,5229
2810,63490196-e09a-4dea-b320-c670c282fd05,Nurse,20,Uncertified,Pediatrics,3409
2811,4dde4044-8dae-4332-bc70-01939469709f,Nurse,23,Certified,Pediatrics,2130
2812,c0f02458-9231-49e0-bb52-fa70868d5b91,Midwife,8,Uncertified,Obstetrics,9019
2813,9b44b13e-a0a2-4284-81e9-684ed3c87150,Nurse,14,Uncertified,Obstetrics,2158
2814,32bd08a9-bd51-4fef-a889-ca28fd8afdc9,Midwife,39,Certified,Surgery,2614
2815,ee01c05e-6cc3-4514-9257-e28815d48ee8,Doctor,9,Certified,Pediatrics,6357
2816,297b3699-58f6-4e10-8ef6-ea603976a904,Midwife,10,Certified,General,7002
2817,4286e402-0d0b-4341-a081-662d7ea21411,Nurse,9,Certified,General,3929
2818,9219a03b-6380-4bf6-b472-1414b5683693,Midwife,36,Certified,General,7310
2819,2ee65b00-fd3e-4572-94ad-e022e0038105,Midwife,21,Certified,Surgery,4234
2820,d04ee137-58f8-4f4e-830d-0b0d2e30b8bb,Nurse,16,Uncertified,Obstetrics,7827
2821,6c05539e-141d-44d1-bb55-9617903ae711,Nurse,23,Certified,General,7046
2822,011b673c-3c2c-4f2f-a215-ee0d401cd041,Doctor,35,Certified,General,3037
2823,7b90b5dc-2257-4398-9ed9-2dcaf0f879c6,Nurse,29,Uncertified,General,2487
2824,eaadca47-961e-483b-a7c6-19874814ce7c,Nurse,19,Uncertified,Obstetrics,468
2825,1c50094e-028e-4548-8422-7968b7eef510,Doctor,31,Uncertified,Pediatrics,3538
2826,f918455b-342c-442e-a3f4-bc0f7ce43aec,Nurse,31,Certified,General,7742
2827,17297cc3-9b1e-4c2d-80ce-29b91ba09720,Midwife,17,Certified,Surgery,3055
2828,dcbcfb88-809d-493b-9353-a99292174d2f,Doctor,26,Certified,Pediatrics,5457
2829,ff06a77e-7779-4e7a-be64-3cd06cdd01bf,Doctor,17,Uncertified,Surgery,718
2830,d63c1eaf-0458-4132-a6ce-504daea2fe80,Doctor,11,Certified,Obstetrics,1880
2831,588cce05-aad7-47d3-9ce1-d22a862fb417,Doctor,13,Uncertified,Surgery,8519
2832,012263d7-6368-4eef-8ff3-266939e9b2a9,Midwife,3,Uncertified,Pediatrics,218
2833,2c7ca24c-2660-4c5c-89c2-061b6b892151,Doctor,18,Uncertified,Pediatrics,6517
2834,3045ac44-69c9-4fc0-8317-135431516408,Doctor,37,Uncertified,General,8376
2835,34c1fe22-786f-47f8-aacc-39c9592a0eeb,Doctor,29,Uncertified,Pediatrics,6443
2836,7d86678b-5a50-4701-bca5-f784a423edd2,Midwife,28,Certified,Surgery,3121
2837,9eceb743-643f-4e6a-9fab-af5c746c0e6b,Doctor,26,Certified,Obstetrics,9584
2838,c42f9691-2a8c-4b0a-8a11-9d95bb3db96a,Nurse,35,Certified,Pediatrics,5951
2839,cce634e7-4f34-4d8e-8555-97bc9ba4f510,Nurse,26,Certified,Surgery,4568
2840,4c47abcc-cc9c-4255-807a-5deb109c3ffe,Midwife,35,Certified,Surgery,1268
2841,f96e8963-d68d-446b-8226-7d71e13f53bd,Midwife,35,Certified,General,9490
2842,daeac80d-3793-43d4-890b-b275b5be51a8,Nurse,29,Uncertified,Surgery,6548
2843,34077faa-7801-4d81-a8ca-fb6bbe9710e5,Midwife,5,Certified,General,7097
2844,20a14880-c09d-4a5d-b7ce-f3b904ba3313,Midwife,29,Certified,Pediatrics,5012
2845,2c92c826-8615-430c-8459-6b6d4efc5845,Doctor,25,Certified,Surgery,1129
2846,dd685774-4dfa-483c-b1ca-0be9b59e67cc,Midwife,32,Uncertified,Surgery,5081
2847,34ff2d85-6185-47bd-bca9-4d04b1dc0fe3,Nurse,19,Certified,Surgery,4772
2848,20985aac-532b-46b5-8b36-ae1dbf86bc0d,Nurse,38,Certified,Obstetrics,362
2849,c97be1ad-3ab1-434d-b981-3055aefa8e4e,Midwife,25,Uncertified,Surgery,2562
2850,14b379f4-69c4-461f-96cc-298d576f3527,Doctor,31,Uncertified,Pediatrics,3929
2851,b0c4bb27-83cd-478a-8e89-bf1c1dadf961,Nurse,25,Certified,Pediatrics,998
2852,f720a35d-034b-4b25-a6b8-1db9c0b739f3,Nurse,10,Uncertified,General,8308
2853,8a403e66-f9c0-4d6c-95b5-c13e3e2a6c08,Midwife,37,Certified,Obstetrics,9436
2854,6de47935-d7d3-4684-afcd-b09900d8a763,Midwife,21,Uncertified,General,6793
2855,b41d12c5-ac2f-446a-9303-e1dfdb60ea2f,Nurse,8,Uncertified,Surgery,1212
2856,816d6a1a-545b-4bc0-952b-4799b849acf1,Nurse,6,Uncertified,Surgery,5884
2857,f7720595-69bf-4828-bc26-e00baa8bdafb,Nurse,7,Certified,General,5762
2858,8feb2881-112d-4282-a94c-073223847d67,Midwife,30,Certified,Pediatrics,8790
2859,a6418f79-eb21-48f1-b32a-ba4755b820c4,Doctor,24,Certified,General,9049
2860,1067374b-dfe7-4d18-aa24-eb01f7bff429,Midwife,8,Uncertified,Pediatrics,2281
2861,a7e68614-1808-4eff-9a5c-8d43b5cdc3e2,Nurse,8,Certified,General,1125
2862,c3198c13-80a4-4d6d-a9e0-53afee1c313c,Midwife,31,Certified,General,4555
2863,cb902e50-7c03-425f-b775-3e37141f43f1,Midwife,4,Uncertified,General,3603
2864,f0731ef8-cf3d-4726-87af-644a9a576b3c,Doctor,36,Certified,General,1317
2865,6c84a0fb-642c-4185-a336-565c3587701e,Doctor,2,Certified,Pediatrics,4661
2866,646ca6f3-3a81-481e-a4ab-a2d7628b4844,Midwife,22,Uncertified,Pediatrics,4318
2867,9dde83c4-f042-49d3-b854-ac7ca6a374d9,Nurse,21,Uncertified,General,9242
2868,81d28054-2cd9-4ba5-baeb-db284dc07f30,Doctor,35,Certified,General,2289
2869,288aa28e-3f0b-4c87-a669-48e112d9ebbd,Nurse,39,Uncertified,Obstetrics,7507
2870,538cef33-d95b-472d-b39f-cb526a057569,Midwife,32,Uncertified,Pediatrics,1933
2871,5616ecd5-47a6-4964-83f2-ab3f94de00b5,Doctor,5,Uncertified,Obstetrics,2324
2872,fa285214-3378-4d0f-b147-54c0029a8fd0,Doctor,1,Certified,General,4208
2873,0c9b8a6d-9c71-4d46-bdc8-2ba2af12011a,Doctor,31,Uncertified,Surgery,2140
2874,a9fd4824-aaf7-42c1-ac4b-dccfb7958814,Doctor,26,Uncertified,General,9518
2875,fe40ad33-fce6-4e09-8730-350a99e9634a,Midwife,26,Certified,General,7930
2876,7d95db0d-3994-4503-9525-77e007e6d8fb,Doctor,23,Certified,Surgery,3060
2877,a20879ba-5854-4a17-b7fd-39765c795f86,Midwife,17,Certified,Obstetrics,5983
2878,be052644-aa92-4983-b2ab-e4b7b04137d5,Midwife,35,Certified,Pediatrics,3303
2879,27c1c476-336c-4624-a8ff-9d121b8f5512,Doctor,19,Certified,Surgery,3476
2880,57cb90a8-bd59-4275-803d-2d9fb5e2ec2d,Midwife,3,Certified,Surgery,3640
2881,72be22b6-b074-4f1b-986d-b68a204affea,Midwife,5,Uncertified,Surgery,505
2882,6a20022b-547c-483d-b04c-34b0f3ee3fee,Midwife,29,Certified,Surgery,9872
2883,95010ff8-191f-4163-9499-81fc739de36c,Doctor,25,Certified,Obstetrics,94
2884,d033e058-0c24-481f-97a1-3562a1a0c5de,Nurse,28,Uncertified,General,7581
2885,bb48ee3c-c89e-47e9-940d-a43dce659f82,Nurse,29,Uncertified,Pediatrics,103
2886,671e72bc-5e80-49bf-8df4-ab5d3fe0dc3c,Midwife,35,Certified,Pediatrics,6143
2887,0fc4350e-8e31-4669-b46c-1f358056d992,Doctor,9,Uncertified,Obstetrics,9557
2888,203489a8-112a-4680-8a28-e2e874c1be74,Nurse,10,Certified,Obstetrics,3287
2889,65e470e8-c5da-4672-9bad-fbc7b37550bb,Nurse,16,Certified,Surgery,4858
2890,d9662bc6-48b6-436f-a6d9-ec3a546b5498,Midwife,31,Certified,Pediatrics,1078
2891,cba4c938-4ac7-472f-9f61-c06adab47a1d,Midwife,15,Uncertified,Pediatrics,9302
2892,8020982d-127e-48b1-9a87-a83d8ab41c5b,Doctor,19,Certified,Pediatrics,6642
2893,b9257691-cca0-4420-a8f4-07365b04ab99,Doctor,20,Certified,Obstetrics,2677
2894,3ceadf21-815d-4b9d-b4c9-8a799971d61f,Doctor,39,Certified,Surgery,7559
2895,2b53db56-e643-434e-80b6-838481f73718,Doctor,17,Certified,Pediatrics,3776
2896,b689ec1a-e82c-41fc-8104-af2be8c96331,Midwife,19,Uncertified,General,1961
2897,46cb22f8-1eed-41d2-93f8-35cb12e6fb9d,Midwife,35,Certified,Obstetrics,1856
2898,7f249179-7114-41c3-b780-8893964c45fe,Doctor,36,Certified,Obstetrics,6017
2899,16d9539c-9308-48c1-84ab-d1aa69e55ab5,Nurse,37,Certified,Obstetrics,2739
2900,15bbe42b-b9d3-4e5e-a663-b1fd3effe0de,Midwife,37,Certified,General,7884
2901,70c236a1-5a1f-4e56-9b6c-1c9b68806cc4,Nurse,30,Uncertified,General,4329
2902,233e1589-58ac-4a0e-96d2-34b469f760ae,Midwife,18,Uncertified,Pediatrics,6533
2903,2aa14851-fec0-4849-a6f8-498c8215b86a,Midwife,29,Certified,Surgery,3152
2904,f259b3b8-b400-4f00-a245-ce5ff5745d4a,Doctor,25,Certified,General,4162
2905,1bc8057a-6300-4cd4-8039-44a9ce119fe4,Midwife,9,Certified,Pediatrics,2659
2906,53ea0387-a7cf-432b-9147-78f2d6f557d0,Midwife,36,Certified,Surgery,2322
2907,edd0a30f-b55b-47df-84d6-35b5a8139699,Nurse,35,Certified,Obstetrics,805
2908,06111161-d089-42ad-aa99-d68290450a45,Midwife,33,Uncertified,Pediatrics,4611
2909,218bda7b-f4fd-4a6c-9b7f-bf0be3adc629,Doctor,4,Certified,Surgery,3425
2910,db191a23-8fd8-4bda-8e0f-5193900ea001,Doctor,25,Certified,Pediatrics,3242
2911,4be7982f-c758-401d-9495-2c71437761e0,Doctor,39,Uncertified,Obstetrics,8661
2912,bea365ab-da3a-425e-abc0-4be63090f538,Midwife,9,Certified,Obstetrics,7269
2913,dbbe6d7b-bd87-4303-818a-de0ed07c6216,Midwife,2,Certified,Pediatrics,1308
2914,d56a76de-7af2-4f56-b540-b14351e10645,Midwife,25,Certified,Pediatrics,5112
2915,dd0a7bc4-68c6-45ee-bc9b-ca74cf0cb4d8,Midwife,38,Uncertified,Surgery,5164
2916,e1a42036-b8c9-4666-93aa-c08565247b14,Doctor,14,Uncertified,Pediatrics,5263
2917,893af2f7-8ad6-45c8-ab26-8c8a3cdac538,Nurse,19,Uncertified,General,6818
2918,a015e29e-57df-489e-afda-9a90d8202cb7,Doctor,25,Certified,Surgery,7237
2919,bc9efcc5-c6e5-49a5-8436-720957061281,Midwife,39,Certified,General,444
2920,08b1c046-ea66-4601-a1af-f6f2f4e4c5cb,Doctor,2,Certified,Surgery,8311
2921,d9cf07e7-9526-4ecd-a511-2515b5002bd1,Midwife,10,Certified,Surgery,9705
2922,98268773-5e14-4ea1-b28b-66261724b6a7,Nurse,3,Uncertified,General,8481
2923,beac2657-6678-4006-b863-271558bff12f,Midwife,27,Certified,Obstetrics,4659
2924,2442fb64-3000-47dc-83fc-4936718fc456,Doctor,30,Uncertified,Pediatrics,6446
2925,b26c5ca2-9077-4460-b552-4ce5f232eeff,Midwife,35,Certified,Obstetrics,7933
2926,c8c82153-bdc2-41b4-b914-d262a6b342dc,Nurse,18,Uncertified,General,1596
2927,ef91e43a-f592-48fb-9d56-019cc395a5ac,Doctor,27,Uncertified,Obstetrics,1332
2928,30326c25-c1b1-4471-9755-c8eec1bd2af8,Doctor,19,Uncertified,General,5108
2929,ec76741d-03e8-485d-8e9b-e989623521fd,Midwife,17,Certified,Obstetrics,4502
2930,48e724e4-c7bb-4252-9444-b5f81df52cb0,Midwife,4,Certified,Obstetrics,2482
2931,75ad3c06-a31a-45c4-a77b-e5e216430826,Doctor,36,Certified,Surgery,6323
2932,1b27c7e1-6203-47cb-aa41-ebc807db5cc9,Doctor,21,Uncertified,Surgery,3817
2933,abdde79c-53c2-4592-8666-7ac08fda099a,Midwife,11,Uncertified,Surgery,3024
2934,b499e4e8-08ca-4a76-a8e6-33a63ad0482a,Nurse,16,Certified,Pediatrics,6050
2935,0aa5854d-88ef-4b0d-be23-115087f31566,Nurse,18,Certified,Surgery,5891
2936,22c495ce-7037-4c1e-afa1-4175fec86f57,Doctor,17,Certified,General,7984
2937,0770fc79-23cd-43af-ab3f-bc5d002efe44,Doctor,14,Certified,General,2011
2938,3936f22e-e736-4f52-9ba0-6693e70275a0,Nurse,14,Uncertified,Obstetrics,3833
2939,36f43a3d-b642-4344-a246-6555ed299e63,Doctor,34,Certified,Surgery,9281
2940,19a6914f-8c93-43f7-b097-f2708cf2d92e,Doctor,2,Uncertified,Obstetrics,5511
2941,02eb8a41-286e-490a-9112-b0f8f189683d,Nurse,35,Certified,General,2508
2942,9e287fb9-93ed-4672-a9b7-8309c22356cf,Midwife,16,Uncertified,Obstetrics,5396
2943,7a0b5af9-da38-4ab5-a561-6fee6d4ada4c,Nurse,36,Uncertified,Pediatrics,1389
2944,71604819-3847-4730-ba7f-14d66db968a6,Doctor,28,Certified,Pediatrics,7801
2945,33080457-0477-4d1d-b1ba-e62229f4cfba,Midwife,12,Uncertified,Obstetrics,9555
2946,4b94b930-393a-4207-b19c-c375a599252d,Nurse,29,Uncertified,Pediatrics,6535
2947,394a38c5-80d7-4c46-800e-78a4c63b75c1,Nurse,9,Uncertified,General,8111
2948,5c91a2ee-6015-48e4-a554-47c1fca74018,Midwife,19,Uncertified,Pediatrics,2530
2949,75c299e5-003e-4fee-bba6-bf6f6ba7afdc,Midwife,4,Uncertified,General,6657
2950,a10154b5-944d-48b2-99c3-92b5a3fe4ce9,Midwife,10,Certified,Pediatrics,7908
2951,67d77d7a-58f6-4590-80a4-84e8b24f195c,Nurse,9,Certified,Pediatrics,3785
2952,7d89c7f6-5373-44ab-9b6b-e908a8cb54c3,Midwife,29,Certified,Surgery,8568
2953,dcaaffc4-d6c8-460f-8978-fcd7ce37237a,Midwife,26,Certified,Pediatrics,5303
2954,68753423-96c5-43c7-b19c-016cd8b51dca,Midwife,28,Uncertified,Surgery,8104
2955,51514c47-08b2-4461-ba72-ee507d36df8e,Nurse,24,Certified,Surgery,6403
2956,7359f4e9-d196-4e63-a41e-b3bc42b94ab3,Doctor,31,Certified,Obstetrics,8548
2957,136dd4ff-3e76-4bb2-99dd-89b03383998c,Midwife,6,Uncertified,General,6909
2958,98d47d41-b9ce-4c5e-8052-6aad6478eb55,Nurse,35,Certified,Surgery,8187
2959,be21481a-f23e-45f3-9720-c1ba0171771f,Midwife,13,Uncertified,General,5340
2960,fcdc18a5-4542-4172-977a-eaeafe9bf28a,Midwife,36,Certified,Obstetrics,5358
2961,a75f98b2-8cbc-4197-a4ee-966b6cfb238d,Doctor,29,Certified,General,6823
2962,f7881d98-bf0b-44c8-bec2-6db7885db755,Doctor,30,Uncertified,Obstetrics,3444
2963,0cd1ed94-a93c-4126-b7fb-86e03db7dd9b,Midwife,14,Uncertified,General,1534
2964,f7d5d21a-8479-4783-9a91-c613c14b2bad,Nurse,22,Uncertified,General,8551
2965,1fe003e1-88a7-4b2a-adc2-e3a480ab4a50,Midwife,28,Uncertified,Pediatrics,5281
2966,549cafee-292c-45f0-998e-c79f0ee1d330,Doctor,15,Certified,Pediatrics,6941
2967,22f81d53-1832-4fb0-bb24-27c0365c4100,Midwife,6,Uncertified,Obstetrics,7366
2968,2d14b808-cd01-4fed-96fc-ee8bf7b56feb,Nurse,14,Certified,General,5778
2969,6b692546-e1d7-4508-96d0-95326c23d304,Nurse,28,Uncertified,Obstetrics,9081
2970,fc042db2-45a9-497d-90f4-e18b20b62ec4,Nurse,30,Certified,Obstetrics,2478
2971,e50399b7-8225-4b62-8700-be387ece75ee,Nurse,30,Uncertified,Obstetrics,2056
2972,9044da99-085c-4132-afb9-442e0c77d7e1,Midwife,1,Uncertified,Surgery,1769
2973,4e4c8439-0d3f-4981-8403-a4dc53e956d3,Doctor,8,Uncertified,Surgery,9837
2974,c7929699-1733-4a6b-9973-552a039dfa20,Doctor,23,Certified,Surgery,247
2975,d4fcd36d-1f45-4c1f-a2d7-cd824b3bcc25,Doctor,37,Certified,General,4367
2976,77833414-c997-475c-9bbf-de4b50c38b53,Nurse,13,Uncertified,General,3067
2977,0a7775af-0353-4678-bbba-9254c4c0c601,Midwife,24,Uncertified,Pediatrics,4942
2978,9474c88f-ea96-440c-9201-c616068c1bff,Nurse,22,Uncertified,Pediatrics,4408
2979,e3938d98-f757-407a-8e3b-8325abe8e840,Nurse,1,Certified,Surgery,9366
2980,35aaa1ea-7364-411a-88f0-a87aecdafac9,Midwife,4,Certified,Surgery,1196
2981,51fa54ee-f02c-4dd2-81a7-e18084e0a188,Nurse,20,Uncertified,Obstetrics,3310
2982,eaecbc66-70e7-44ce-a47a-1cb141f43f35,Nurse,17,Uncertified,Obstetrics,4053
2983,a17c6143-3b56-4170-b587-2e50c21e65ac,Nurse,10,Certified,Obstetrics,3081
2984,48767087-7f03-4ac4-ba7c-9fc74f1c9a2d,Midwife,17,Uncertified,Pediatrics,521
2985,c0d42bd1-66e1-4d47-9834-62c23e778b42,Doctor,18,Certified,Pediatrics,1146
2986,92e075f2-d1fd-43a6-bb62-da24928c6aba,Nurse,35,Uncertified,Obstetrics,3316
2987,8df1e463-084d-4414-b82b-b285a2dfcb1e,Nurse,20,Uncertified,Surgery,1487
2988,35ee5414-1ac9-43d0-86bb-3af69ab8d051,Nurse,13,Certified,Pediatrics,5967
2989,51659f1b-87f8-45f6-930a-606b1b78d573,Nurse,8,Uncertified,Pediatrics,3094
2990,7f70881b-60c2-4031-9342-f3ebf241ba41,Midwife,35,Certified,Obstetrics,219
2991,24b93e10-3812-4f8a-860f-9df61153b5bf,Nurse,33,Uncertified,Surgery,3255
2992,0365d0cd-f584-4e70-b37d-1d2a1bf5387a,Nurse,19,Uncertified,General,1315
2993,eeb94773-2037-410a-8b36-056559a39d2e,Midwife,25,Certified,Surgery,208
2994,40cc69ef-a32c-476a-8aa3-f160a9091f18,Doctor,2,Certified,General,1249
2995,2cd632f9-b5b0-4760-8afe-cbc1a79d6fe1,Midwife,6,Certified,Obstetrics,2786
2996,1a8335cb-1158-4af8-a158-a2bb5bc4288f,Nurse,35,Certified,Pediatrics,7941
2997,953a8bfb-e72a-4c39-b76a-e8a4162a8923,Midwife,2,Certified,Obstetrics,8972
2998,c1754cf3-3241-44f0-8ab6-a7eda7fdbdd1,Midwife,8,Uncertified,General,3747
2999,dc1d170e-4cdb-4a90-99e5-dd705a76a315,Nurse,8,Uncertified,Obstetrics,389
3000,4b36ed31-93ec-4d9d-83af-c024bf7c36cc,Doctor,36,Uncertified,Pediatrics,4636
3001,485e2f0c-93d1-41b4-a96d-ca7e2a82645d,Doctor,39,Certified,General,6934
3002,50426c91-2e72-4fd7-9360-85f910244401,Nurse,36,Certified,General,2802
3003,9ff6860d-9f17-40cd-b2cf-a21490914ba1,Nurse,21,Uncertified,General,31
3004,094e539a-96f1-4fa7-9208-0947bd033d8f,Midwife,25,Certified,Obstetrics,457
3005,c2a528e2-3a6f-4b21-aee8-e8a2ba8bf26c,Nurse,34,Certified,Pediatrics,9710
3006,8ecd6d69-3f35-4134-a3b7-b8bbc5879378,Doctor,31,Uncertified,General,2965
3007,adebefda-7299-4b11-b5af-97368ad055ae,Doctor,17,Uncertified,Obstetrics,1956
3008,63a1e211-77df-463b-bcbc-dcb96b32648f,Midwife,30,Certified,Pediatrics,4368
3009,fe660984-0949-4c74-ae21-fa38da42f2e2,Midwife,18,Uncertified,Obstetrics,271
3010,2a5252c8-d4d6-48b4-a322-5384a1fc53c3,Midwife,29,Uncertified,Obstetrics,3497
3011,93c5e8ca-8609-40dd-ba58-7f10d76f62d6,Nurse,22,Certified,General,3532
