socioeconomic_key,employment_status,income_level,access_to_healthcare,education_level,insurance_coverage
3362,Student,6839.039439271632,Poor,Primary,No
3363,Unemployed,5858.291810754867,Moderate,Secondary,No
3364,Student,6629.084879439589,Poor,Secondary,No
3365,Unemployed,7927.900098688289,Good,Primary,No
3366,Employed,470.50128766405174,Moderate,Secondary,Yes
3367,Student,2078.8862295871177,Good,None,No
3368,Employed,461.9968184588732,Good,None,Yes
3369,Unemployed,3076.0339754183933,Moderate,Primary,Yes
3370,Student,7612.903435022559,Good,Secondary,No
3371,Unemployed,4094.8710975042495,Good,Tertiary,Yes
3372,Unemployed,6995.125903187495,Poor,Primary,No
3373,Employed,3126.2175498346023,Poor,None,Yes
3374,Student,9826.103128489904,Moderate,Tertiary,No
3375,Unemployed,1001.2153477844896,Moderate,Primary,Yes
3376,Unemployed,5794.108969524479,Good,Tertiary,Yes
3377,Employed,6051.816925105105,Good,Secondary,Yes
3378,Student,7326.559808283101,Poor,Tertiary,No
3379,Employed,212.29560892074858,Moderate,Tertiary,Yes
3380,Student,2691.13109116442,Poor,Primary,Yes
3381,Unemployed,4491.826488566414,Moderate,None,Yes
3382,Student,5313.398895496045,Good,None,No
3383,Unemployed,757.6211531287269,Poor,Tertiary,Yes
3384,Unemployed,8178.749940529462,Poor,Secondary,Yes
3385,Unemployed,1430.0487413530386,Moderate,Secondary,No
3386,Employed,5795.746961742915,Poor,Secondary,Yes
3387,Unemployed,3346.665322803644,Good,None,Yes
3388,Student,5044.0624893467075,Moderate,Secondary,No
3389,Unemployed,557.5472289028945,Good,Tertiary,No
3390,Unemployed,8476.171699675737,Moderate,None,No
3391,Student,2865.65413791387,Moderate,None,Yes
3392,Employed,2968.734261864387,Poor,Secondary,No
3393,Unemployed,4362.278658318812,Poor,Tertiary,No
3394,Unemployed,2757.8658901073036,Good,None,No
3395,Employed,5856.951621037116,Moderate,Primary,Yes
3396,Unemployed,8654.63062996924,Poor,Tertiary,Yes
3397,Student,4472.604549715653,Poor,None,Yes
3398,Student,1217.8872606582293,Good,None,No
3399,Employed,8779.47639509963,Moderate,Tertiary,Yes
3400,Student,5273.126766788177,Poor,Tertiary,No
3401,Unemployed,9600.79125066145,Moderate,Tertiary,Yes
3402,Employed,8724.041320643115,Poor,Primary,Yes
3403,Employed,8687.82261828739,Poor,Secondary,No
3404,Student,1304.974368972763,Good,Secondary,Yes
3405,Student,5294.362994383143,Good,Primary,Yes
3406,Student,8486.969465518809,Good,None,No
3407,Unemployed,7902.846138021475,Good,Secondary,No
3408,Employed,5279.58187700092,Poor,None,No
3409,Unemployed,9939.427622893712,Poor,None,No
3410,Unemployed,9195.301786101194,Poor,Secondary,Yes
3411,Unemployed,4301.564970471904,Good,Tertiary,Yes
3412,Employed,2438.7832809268,Moderate,Primary,No
3413,Student,3856.3224511073868,Poor,Secondary,No
3414,Unemployed,2897.7124923097226,Poor,Tertiary,No
3415,Unemployed,6525.254864851776,Poor,Tertiary,Yes
3416,Student,7098.948494606916,Moderate,Secondary,Yes
3417,Student,1470.7236788732578,Good,Secondary,No
3418,Student,2948.1236170920024,Poor,Tertiary,No
3419,Student,9347.213866999527,Good,Tertiary,Yes
3420,Employed,6404.265417057995,Moderate,Primary,Yes
3421,Unemployed,7004.675743035567,Moderate,Secondary,Yes
3422,Student,567.9962541804018,Poor,Primary,No
3423,Unemployed,4201.316258724162,Moderate,None,No
3424,Unemployed,9500.895371779627,Poor,Tertiary,Yes
3425,Employed,7906.2296328334305,Moderate,Tertiary,Yes
3426,Employed,7839.025181550647,Good,Secondary,No
3427,Employed,8981.359196448208,Good,None,Yes
3428,Unemployed,2129.279744360785,Poor,Primary,No
3429,Unemployed,9860.94141046947,Moderate,Secondary,Yes
3430,Unemployed,4483.776695861605,Poor,Tertiary,No
3431,Student,8448.387444504402,Poor,Tertiary,Yes
3432,Student,3115.6195534171366,Poor,Tertiary,Yes
3433,Student,6539.504797803783,Good,None,Yes
3434,Unemployed,719.9733830044992,Poor,Primary,Yes
3435,Employed,9589.625304278883,Poor,Primary,No
3436,Employed,1258.4919348315918,Poor,None,Yes
3437,Student,6932.094549502282,Moderate,Primary,No
3438,Unemployed,161.25795446499026,Poor,Tertiary,Yes
3439,Unemployed,5187.149544317496,Moderate,Primary,Yes
3440,Student,3295.4555896056586,Poor,None,Yes
3441,Student,2400.322806649245,Moderate,Tertiary,Yes
3442,Unemployed,7167.850597695984,Good,Tertiary,Yes
3443,Student,4488.056502929117,Good,Tertiary,Yes
3444,Student,3243.9172323018215,Poor,None,No
3445,Employed,4541.772487614656,Good,Secondary,No
3446,Student,3219.968094204725,Moderate,None,Yes
3447,Student,4281.022100570227,Moderate,Primary,Yes
3448,Unemployed,1729.2530731093952,Moderate,Primary,Yes
3449,Student,9255.042842819286,Poor,None,No
3450,Student,4265.611962573702,Good,None,Yes
3451,Student,4713.974172011846,Poor,Secondary,No
3452,Unemployed,7284.704675704278,Poor,None,Yes
3453,Student,1328.8907513109104,Moderate,Secondary,No
3454,Employed,2033.1114323973397,Poor,Primary,Yes
3455,Employed,1587.7825756202615,Poor,Primary,Yes
3456,Unemployed,4846.38323965373,Good,Tertiary,Yes
3457,Student,5912.7373319319,Good,Tertiary,Yes
3458,Student,7174.9427847174065,Poor,Tertiary,No
3459,Employed,9440.414629226296,Moderate,None,No
3460,Unemployed,952.5052823076335,Good,Primary,No
3461,Unemployed,6760.847297265393,Poor,Secondary,No
3462,Unemployed,7573.987459258871,Poor,Secondary,Yes
3463,Student,6678.654039474267,Poor,None,No
3464,Unemployed,8564.591707514419,Good,None,No
3465,Student,5250.241797979033,Poor,Tertiary,No
3466,Employed,8199.169085318845,Good,Primary,Yes
3467,Employed,789.2663438421162,Moderate,Secondary,No
3468,Unemployed,6403.49080188632,Poor,Primary,Yes
3469,Student,9414.572363284231,Good,Primary,Yes
3470,Student,4604.169485981159,Moderate,Secondary,Yes
3471,Student,1304.8779144301932,Good,Primary,No
3472,Unemployed,3700.380273811049,Moderate,Tertiary,Yes
3473,Employed,8518.541773183015,Good,None,No
3474,Employed,1359.102295331992,Moderate,Tertiary,Yes
3475,Student,5320.005241674312,Moderate,Secondary,No
3476,Student,8586.522370710696,Poor,Secondary,No
3477,Student,7883.922177029641,Good,Primary,No
3478,Unemployed,5172.297077719397,Moderate,Secondary,No
3479,Student,6280.713724661528,Good,None,Yes
3480,Unemployed,2869.48262011455,Good,None,Yes
3481,Employed,9337.402503166584,Good,Tertiary,No
3482,Student,407.2868494342533,Poor,Primary,No
3483,Employed,3718.703762421416,Good,None,No
3484,Employed,4015.088201288409,Poor,None,Yes
3485,Employed,7778.206482142827,Moderate,Primary,Yes
3486,Student,4781.999663828833,Moderate,Secondary,Yes
3487,Employed,8592.215834498236,Poor,None,No
3488,Employed,2913.4684799334036,Good,Primary,Yes
3489,Unemployed,1857.336930038263,Moderate,Primary,No
3490,Employed,2547.125894983155,Good,None,Yes
3491,Employed,1814.6018945651279,Poor,Tertiary,No
3492,Student,3477.036859812387,Moderate,None,Yes
3493,Unemployed,2506.751717736795,Moderate,None,Yes
3494,Student,6206.082654763868,Good,Primary,Yes
3495,Student,232.04132111433543,Moderate,None,Yes
3496,Unemployed,5095.276296688869,Moderate,None,Yes
3497,Student,3989.25408624763,Good,Tertiary,No
3498,Employed,3388.5178008061,Poor,Primary,Yes
3499,Employed,845.2946843158295,Moderate,Secondary,Yes
3500,Employed,7301.918739630549,Good,Secondary,Yes
3501,Student,3685.0909239708585,Good,Tertiary,Yes
3502,Unemployed,9405.840274999373,Poor,Tertiary,No
3503,Employed,9506.635732778608,Moderate,Primary,Yes
3504,Unemployed,5779.355957095133,Good,Tertiary,No
3505,Employed,3581.435361651949,Poor,Primary,Yes
3506,Employed,4055.8127270488617,Good,Tertiary,No
3507,Employed,2947.4964838985225,Moderate,Primary,No
3508,Unemployed,6868.905906423237,Poor,Tertiary,No
3509,Employed,5390.68483664994,Good,Tertiary,No
3510,Student,4280.7374530931265,Good,Secondary,No
3511,Unemployed,5282.089406357169,Good,Primary,Yes
3512,Student,1303.0356211760864,Good,Tertiary,No
3513,Student,6662.051935871207,Good,Secondary,Yes
3514,Student,5197.407967036174,Good,Primary,Yes
3515,Unemployed,6188.227405554545,Moderate,Tertiary,Yes
3516,Employed,2848.101198689338,Poor,None,No
3517,Student,7456.085211967216,Moderate,Secondary,Yes
3518,Student,4838.799729829082,Moderate,Primary,Yes
3519,Student,1077.115630873756,Moderate,None,Yes
3520,Unemployed,6727.379309404936,Poor,Primary,Yes
3521,Student,1217.4451957706324,Poor,Tertiary,Yes
3522,Student,688.1321650623736,Poor,Primary,Yes
3523,Employed,7470.695568665676,Moderate,Tertiary,No
3524,Student,4765.365377271085,Moderate,None,Yes
3525,Unemployed,351.1797769136241,Poor,Secondary,Yes
3526,Student,5176.9678485164295,Poor,None,No
3527,Employed,8962.737189075968,Good,None,Yes
3528,Student,1039.0121812926961,Good,Primary,No
3529,Student,3534.533842747402,Good,Primary,Yes
3530,Unemployed,8319.914089864566,Good,None,No
3531,Employed,2616.3323513913674,Good,Tertiary,Yes
3532,Student,1174.5689121746643,Good,Tertiary,No
3533,Employed,4490.722422975069,Moderate,Primary,No
3534,Student,8659.952395033311,Good,Tertiary,Yes
3535,Employed,3316.5461573155944,Good,Secondary,Yes
3536,Employed,8380.984965840978,Moderate,None,No
3537,Unemployed,1224.5234598426196,Poor,Primary,No
3538,Student,4131.245055005216,Poor,Secondary,Yes
3539,Unemployed,4935.667824012846,Good,Tertiary,Yes
3540,Student,4010.676250012846,Poor,Tertiary,No
3541,Employed,8884.928131452141,Good,Tertiary,No
3542,Student,3194.658684446384,Good,Secondary,No
3543,Employed,8655.397334964915,Poor,Primary,Yes
3544,Unemployed,8351.439851804718,Good,Tertiary,Yes
3545,Unemployed,7814.967876411343,Moderate,Secondary,No
3546,Unemployed,2624.576172295996,Good,Primary,No
3547,Unemployed,3707.171802720401,Poor,None,No
3548,Student,5667.213223074702,Poor,Tertiary,Yes
3549,Student,1574.3663646606117,Moderate,Primary,Yes
3550,Student,4414.9003887943445,Moderate,None,No
3551,Unemployed,170.17894406091415,Poor,Primary,No
3552,Employed,2264.9383616366526,Good,Secondary,Yes
3553,Student,8719.756881886953,Moderate,Tertiary,No
3554,Employed,203.86911090103237,Moderate,None,Yes
3555,Employed,3789.9353488763604,Moderate,None,Yes
3556,Unemployed,9295.575520912655,Moderate,None,Yes
3557,Student,7920.794084760321,Poor,None,Yes
3558,Unemployed,1573.6784411461692,Moderate,Primary,No
3559,Employed,3138.7131979542028,Moderate,Secondary,Yes
3560,Student,7317.270845963301,Moderate,Primary,No
3561,Unemployed,5548.99419142169,Poor,Primary,No
3562,Student,7987.464988765465,Poor,Secondary,Yes
3563,Unemployed,1746.2967068697537,Good,Secondary,No
3564,Student,3748.105424528968,Poor,Secondary,Yes
3565,Unemployed,7591.923106614032,Good,Tertiary,No
3566,Student,4185.111861479674,Poor,Tertiary,Yes
3567,Employed,6679.84336353096,Good,Tertiary,No
3568,Student,2037.415803571018,Good,Tertiary,No
3569,Student,6553.895502075279,Poor,None,No
3570,Employed,1812.3638372225928,Moderate,Tertiary,Yes
3571,Student,7643.233858378303,Poor,Tertiary,No
3572,Employed,5467.144522892778,Moderate,Tertiary,Yes
3573,Student,4360.52198132441,Poor,Tertiary,Yes
3574,Student,798.141982241297,Good,Secondary,Yes
3575,Employed,6684.10024253932,Moderate,None,Yes
3576,Employed,1983.517922479227,Moderate,Secondary,Yes
3577,Student,1307.7946657288933,Good,Primary,Yes
3578,Employed,1647.1966385428084,Good,Secondary,No
3579,Student,1930.537689844564,Good,Tertiary,Yes
3580,Employed,6878.2638038626665,Poor,None,No
3581,Unemployed,4921.99706854681,Good,Tertiary,Yes
3582,Unemployed,4725.5007089115925,Moderate,None,Yes
3583,Employed,4682.603041880818,Poor,None,No
3584,Student,4176.144993364659,Good,None,No
3585,Student,5201.821457466826,Good,Primary,Yes
3586,Unemployed,1688.8273733376152,Good,None,Yes
3587,Unemployed,2906.656634609598,Moderate,Primary,No
3588,Student,1092.64126318019,Poor,Secondary,Yes
3589,Student,8382.879542685572,Poor,Secondary,No
3590,Student,9999.220896674462,Moderate,Primary,No
3591,Unemployed,7066.310478870822,Poor,Tertiary,Yes
3592,Student,572.8192378882168,Good,Tertiary,Yes
3593,Employed,4772.4063080534215,Good,None,Yes
3594,Student,165.26384914219935,Poor,Secondary,Yes
3595,Unemployed,2833.0099121792045,Poor,None,Yes
3596,Employed,895.5386963203857,Moderate,None,No
3597,Employed,4260.462975158631,Poor,Secondary,No
3598,Student,4372.085789520326,Moderate,None,Yes
3599,Student,1845.9401896381148,Poor,Primary,No
3600,Employed,8311.603725823155,Good,None,No
3601,Student,7694.836237769607,Good,Secondary,No
3602,Employed,8287.615164829534,Good,Tertiary,No
3603,Employed,5507.841355675917,Poor,Primary,No
3604,Student,181.49504734842668,Moderate,Primary,No
3605,Student,9245.291526282079,Good,Tertiary,Yes
3606,Unemployed,9199.285337129933,Moderate,Secondary,Yes
3607,Student,5482.552168947031,Moderate,Primary,Yes
3608,Student,9047.973624216616,Poor,Secondary,No
3609,Student,2741.014750583924,Moderate,Secondary,No
3610,Employed,5220.014171125462,Poor,Primary,Yes
3611,Student,6923.337194925013,Good,None,Yes
3612,Employed,5079.047597090307,Poor,Tertiary,Yes
3613,Employed,8509.001266492856,Good,None,No
3614,Employed,5465.308354659241,Moderate,Tertiary,No
3615,Employed,1756.1509180354103,Moderate,Tertiary,No
3616,Unemployed,8307.444110734321,Good,Secondary,Yes
3617,Employed,7099.488812999943,Good,Primary,No
3618,Employed,5175.081660452194,Poor,Secondary,No
3619,Unemployed,5027.372343095668,Poor,Primary,Yes
3620,Student,6940.250886541263,Moderate,Tertiary,No
3621,Employed,6674.251331010246,Poor,Primary,No
3622,Student,2687.952629573319,Good,Tertiary,No
3623,Unemployed,7521.733203231112,Moderate,Secondary,Yes
3624,Employed,8562.429787462632,Moderate,Tertiary,Yes
3625,Student,2437.8060682484056,Moderate,Secondary,Yes
3626,Unemployed,4552.442185948843,Good,Secondary,No
3627,Student,3115.5801239800016,Good,None,No
3628,Student,1861.0566025838448,Moderate,Secondary,No
3629,Unemployed,1012.2218158279021,Good,None,No
3630,Employed,8307.601730415066,Moderate,Tertiary,Yes
3631,Employed,2340.136804234489,Poor,Secondary,No
3632,Unemployed,6312.256555499636,Moderate,Tertiary,No
3633,Unemployed,4426.3994505792925,Moderate,Tertiary,No
3634,Unemployed,5096.66895951554,Moderate,None,Yes
3635,Employed,5397.450982015494,Good,None,Yes
3636,Unemployed,6221.470647729283,Good,Secondary,Yes
3637,Student,7986.0240560038965,Poor,None,Yes
3638,Unemployed,1850.072580795753,Poor,Primary,No
3639,Student,3205.5965395222975,Moderate,None,No
3640,Unemployed,1225.5645655750893,Good,Primary,Yes
3641,Employed,6992.857649113713,Good,Secondary,Yes
3642,Unemployed,3199.7910806816676,Moderate,None,No
3643,Unemployed,7965.3924704919755,Moderate,None,No
3644,Unemployed,7299.32688692104,Poor,Tertiary,Yes
3645,Student,526.8289673551664,Poor,Primary,No
3646,Employed,1108.9457870484043,Poor,Secondary,Yes
3647,Employed,6063.644271951973,Poor,Primary,Yes
3648,Unemployed,7047.3160987440115,Moderate,Primary,Yes
3649,Employed,3770.079099555141,Good,Secondary,No
3650,Student,2074.7350961779002,Poor,Primary,No
3651,Employed,1668.4354958622973,Good,Secondary,No
3652,Student,2481.2705790575324,Moderate,Secondary,No
3653,Employed,1744.7622799714566,Good,Tertiary,No
3654,Employed,3280.3390673390377,Poor,None,Yes
3655,Unemployed,4956.326384425577,Poor,Primary,Yes
3656,Student,6811.637751732256,Moderate,Primary,No
3657,Student,8680.98159033305,Moderate,Primary,Yes
3658,Student,7273.334972747827,Poor,None,Yes
3659,Employed,6555.759803234802,Good,Primary,Yes
3660,Unemployed,7895.666354932315,Good,Primary,No
3661,Unemployed,9051.865626889517,Poor,Primary,No
3662,Unemployed,2375.6565403918116,Good,None,Yes
3663,Unemployed,6262.710263441352,Poor,Primary,No
3664,Student,473.37226220053685,Moderate,None,Yes
3665,Student,9917.455836858238,Good,Tertiary,Yes
3666,Unemployed,8592.807643142134,Good,Secondary,No
3667,Employed,3753.7287083620513,Poor,None,No
3668,Unemployed,6191.339135018996,Poor,Secondary,Yes
3669,Unemployed,5498.291581408889,Poor,Tertiary,No
3670,Unemployed,8457.212080773517,Moderate,Secondary,No
3671,Unemployed,4836.195797152049,Good,Secondary,Yes
3672,Employed,1401.5008515931909,Good,Primary,No
3673,Employed,4854.439673974423,Poor,Tertiary,Yes
3674,Unemployed,1271.7041793821813,Poor,Primary,No
3675,Employed,8095.356932835623,Good,Secondary,No
3676,Student,1746.4043804134642,Good,Tertiary,Yes
3677,Employed,3754.9651774632157,Moderate,None,Yes
3678,Employed,1149.248697342445,Moderate,Primary,No
3679,Unemployed,3847.9704517219366,Moderate,Primary,No
3680,Student,9637.025684656042,Moderate,None,No
3681,Student,9303.278409818082,Good,None,Yes
3682,Employed,5675.959257933298,Poor,None,No
3683,Student,6419.398615536755,Good,Primary,Yes
3684,Unemployed,3585.8498347116983,Poor,Tertiary,Yes
3685,Student,2183.588035796302,Moderate,None,No
3686,Employed,2852.9763582547976,Poor,Primary,Yes
3687,Employed,884.613147870195,Moderate,Tertiary,Yes
3688,Student,4507.728225927417,Moderate,None,Yes
3689,Employed,944.7455546107672,Good,Tertiary,Yes
3690,Student,3786.814538540139,Poor,Tertiary,No
3691,Student,8525.465499402031,Good,Tertiary,Yes
3692,Student,3969.6600360619555,Moderate,None,Yes
3693,Student,4411.59417641821,Moderate,Tertiary,Yes
3694,Unemployed,5316.878010530247,Good,None,No
3695,Student,3212.212451364157,Moderate,Primary,No
3696,Unemployed,913.5906387086582,Moderate,Secondary,No
3697,Student,7639.497896610211,Moderate,None,No
3698,Unemployed,2487.0727736148406,Good,Tertiary,No
3699,Unemployed,1538.2163309398688,Poor,Secondary,Yes
3700,Employed,965.2501006280157,Poor,Primary,No
3701,Employed,6834.645652495114,Moderate,Secondary,Yes
3702,Employed,270.0267099421031,Poor,Primary,Yes
3703,Unemployed,5974.849688274249,Moderate,None,Yes
3704,Unemployed,3549.2547045177866,Moderate,Primary,Yes
3705,Student,5117.716318354734,Good,None,No
3706,Unemployed,9083.072733896435,Moderate,Primary,No
3707,Student,107.31942992452407,Poor,Primary,No
3708,Student,6388.445075785414,Poor,Primary,No
3709,Student,8947.855198759415,Moderate,None,No
3710,Student,2519.5589098979267,Moderate,None,Yes
3711,Unemployed,1252.2466380681026,Moderate,Primary,No
3712,Student,3956.22482132456,Good,None,No
3713,Student,9516.621552376706,Good,Secondary,Yes
3714,Unemployed,5877.639168387604,Poor,Primary,No
3715,Unemployed,9475.571322739162,Moderate,Primary,Yes
3716,Employed,2776.118797919952,Good,Tertiary,Yes
3717,Unemployed,7240.777659995639,Moderate,Secondary,No
3718,Employed,2824.5952172642606,Moderate,Primary,No
3719,Employed,5208.164115771167,Poor,None,Yes
3720,Student,9053.36430749867,Moderate,Primary,No
3721,Unemployed,973.1724066207763,Moderate,None,Yes
3722,Employed,3030.604112300176,Moderate,Tertiary,Yes
3723,Unemployed,3610.7094018927314,Poor,Tertiary,Yes
3724,Employed,678.7530052446903,Moderate,Tertiary,Yes
3725,Employed,2446.3268858223573,Poor,Primary,No
3726,Student,723.5272702260903,Good,None,No
3727,Unemployed,3014.2251468392988,Good,Tertiary,Yes
3728,Employed,375.57880784080464,Moderate,Primary,No
3729,Employed,482.56241333961736,Moderate,Primary,Yes
3730,Employed,2425.7868574470276,Good,Secondary,No
3731,Unemployed,3849.977636292248,Good,None,Yes
3732,Student,4043.33107763847,Moderate,None,Yes
3733,Student,3573.648783561223,Moderate,Tertiary,Yes
3734,Unemployed,5184.73276475744,Good,Tertiary,Yes
3735,Employed,9141.416869923212,Good,Primary,No
