infrastructure_key,road_quality,access_to_water,access_to_electricity,mobile_network_coverage,internet_coverage
1751,Excellent,Moderate,No Access,2G,Limited Access
1752,Excellent,Limited,Partial Access,2G,No Access
1753,Poor,Limited,No Access,2G,No Access
1754,Excellent,High,Partial Access,5G,No Access
1755,Poor,High,Full Access,3G,Limited Access
1756,Poor,Limited,Partial Access,4G,No Access
1757,Poor,High,Partial Access,3G,Full Access
1758,Excellent,Moderate,No Access,2G,No Access
1759,Fair,Limited,No Access,4G,Limited Access
1760,Fair,Limited,No Access,4G,Full Access
1761,Poor,Limited,Full Access,2G,Limited Access
1762,Fair,Moderate,Partial Access,4G,No Access
1763,Fair,Limited,No Access,5G,Limited Access
1764,Excellent,High,Partial Access,3G,Limited Access
1765,Good,Limited,Partial Access,3G,Full Access
1766,Fair,Limited,Partial Access,5G,Limited Access
1767,Poor,High,Full Access,5G,Limited Access
1768,Good,High,No Access,3G,Full Access
1769,Good,High,No Access,2G,Limited Access
1770,Good,Limited,Full Access,4G,Limited Access
1771,Good,Limited,No Access,5G,No Access
1772,Good,Limited,No Access,3G,No Access
1773,Excellent,Limited,No Access,4G,No Access
1774,Fair,Moderate,Partial Access,5G,Limited Access
1775,Fair,Limited,No Access,3G,Full Access
1776,Excellent,High,No Access,3G,Full Access
1777,Poor,Limited,Full Access,3G,Full Access
1778,Poor,Limited,Full Access,5G,Full Access
1779,Good,High,Full Access,2G,Full Access
1780,Excellent,Moderate,No Access,2G,No Access
1781,Good,Limited,Partial Access,4G,Full Access
1782,Good,Moderate,Full Access,4G,Limited Access
1783,Fair,High,Full Access,3G,Full Access
1784,Fair,Moderate,Partial Access,4G,No Access
1785,Good,High,No Access,4G,No Access
1786,Excellent,High,Full Access,3G,Full Access
1787,Fair,High,Full Access,2G,Limited Access
1788,Poor,High,Full Access,5G,Full Access
1789,Fair,High,Partial Access,2G,Full Access
1790,Excellent,Moderate,Partial Access,4G,No Access
1791,Good,Moderate,Full Access,5G,No Access
1792,Good,Limited,No Access,2G,Full Access
1793,Poor,Limited,No Access,2G,No Access
1794,Fair,Moderate,Full Access,3G,Full Access
1795,Excellent,Limited,No Access,3G,No Access
1796,Good,High,No Access,2G,No Access
1797,Fair,High,Full Access,5G,Limited Access
1798,Fair,Moderate,Partial Access,5G,Limited Access
1799,Poor,Moderate,No Access,3G,No Access
1800,Poor,High,No Access,5G,Limited Access
1801,Excellent,High,Partial Access,3G,Limited Access
1802,Poor,Moderate,Full Access,3G,No Access
1803,Fair,Limited,Full Access,5G,Limited Access
1804,Poor,High,Partial Access,4G,Full Access
1805,Excellent,High,Full Access,2G,Limited Access
1806,Excellent,High,Partial Access,4G,Limited Access
1807,Fair,High,Full Access,4G,Limited Access
1808,Excellent,Moderate,Partial Access,3G,Full Access
1809,Excellent,Moderate,No Access,3G,Full Access
1810,Excellent,Moderate,Full Access,3G,Full Access
1811,Good,High,No Access,4G,Full Access
1812,Good,Limited,Full Access,4G,No Access
1813,Excellent,High,Full Access,2G,Limited Access
1814,Excellent,Limited,Full Access,3G,Full Access
1815,Poor,High,Partial Access,4G,Full Access
1816,Good,High,Partial Access,5G,Limited Access
1817,Excellent,Moderate,No Access,5G,No Access
1818,Fair,High,Partial Access,4G,Full Access
1819,Fair,Limited,Partial Access,3G,Limited Access
1820,Fair,Limited,Full Access,5G,Limited Access
1821,Good,Limited,No Access,3G,Limited Access
1822,Fair,Limited,Partial Access,4G,No Access
1823,Fair,High,Full Access,2G,Limited Access
1824,Excellent,High,Full Access,2G,No Access
1825,Poor,Moderate,Full Access,5G,No Access
1826,Fair,High,No Access,5G,No Access
1827,Fair,High,Partial Access,4G,Full Access
1828,Good,Limited,Partial Access,2G,Limited Access
1829,Poor,High,Partial Access,5G,No Access
1830,Good,Limited,Partial Access,3G,No Access
1831,Excellent,Moderate,No Access,4G,No Access
1832,Good,Limited,No Access,4G,Limited Access
1833,Excellent,High,Full Access,2G,No Access
1834,Excellent,Limited,Partial Access,4G,Limited Access
1835,Poor,Limited,Full Access,4G,Full Access
1836,Fair,Moderate,No Access,3G,No Access
1837,Excellent,Moderate,Full Access,4G,No Access
1838,Poor,Limited,Partial Access,4G,No Access
1839,Fair,Limited,Partial Access,3G,Limited Access
1840,Poor,High,Full Access,4G,Full Access
1841,Excellent,High,Partial Access,4G,Limited Access
1842,Excellent,Moderate,No Access,3G,No Access
1843,Fair,High,Full Access,3G,Limited Access
1844,Good,Moderate,No Access,4G,No Access
1845,Poor,High,Partial Access,3G,Limited Access
1846,Good,High,No Access,2G,No Access
1847,Fair,Moderate,Partial Access,4G,No Access
1848,Fair,Limited,No Access,5G,No Access
1849,Good,High,Partial Access,2G,Full Access
1850,Fair,High,Full Access,2G,Full Access
1851,Excellent,Limited,Partial Access,2G,Limited Access
1852,Good,Limited,Partial Access,2G,Limited Access
1853,Excellent,High,Partial Access,4G,Full Access
1854,Poor,Limited,Full Access,4G,Limited Access
1855,Excellent,Limited,Full Access,5G,No Access
1856,Fair,High,Full Access,4G,Full Access
1857,Excellent,Limited,No Access,3G,Limited Access
1858,Fair,Moderate,No Access,3G,No Access
1859,Poor,Moderate,No Access,3G,Limited Access
1860,Poor,Limited,Partial Access,4G,Limited Access
1861,Excellent,Limited,Partial Access,2G,Full Access
1862,Poor,Limited,No Access,3G,Limited Access
1863,Poor,Limited,Partial Access,3G,Full Access
1864,Poor,High,Partial Access,4G,Full Access
1865,Excellent,High,Full Access,3G,No Access
1866,Good,Moderate,Full Access,5G,Limited Access
1867,Good,High,Partial Access,3G,No Access
1868,Good,Limited,No Access,3G,No Access
1869,Excellent,Limited,Full Access,5G,Full Access
1870,Excellent,High,Partial Access,4G,Limited Access
1871,Excellent,High,Full Access,2G,Limited Access
1872,Good,Moderate,Full Access,4G,Limited Access
1873,Excellent,Moderate,Partial Access,5G,Full Access
1874,Fair,Moderate,No Access,4G,Limited Access
1875,Good,High,Full Access,4G,Limited Access
1876,Poor,Limited,Full Access,4G,Full Access
1877,Poor,Limited,Partial Access,5G,Limited Access
1878,Excellent,Moderate,Full Access,2G,No Access
1879,Excellent,Limited,Partial Access,3G,Limited Access
1880,Good,High,Partial Access,4G,No Access
1881,Good,Moderate,No Access,5G,Limited Access
1882,Good,Moderate,Partial Access,5G,Full Access
1883,Poor,High,Full Access,2G,Limited Access
1884,Excellent,High,Partial Access,5G,No Access
1885,Poor,Moderate,No Access,3G,Full Access
1886,Excellent,Moderate,Full Access,5G,Full Access
1887,Excellent,Moderate,No Access,4G,Full Access
1888,Excellent,High,Full Access,2G,No Access
1889,Poor,Limited,No Access,5G,Full Access
1890,Fair,Limited,Partial Access,5G,No Access
1891,Poor,High,Partial Access,4G,Full Access
1892,Fair,Moderate,Full Access,5G,No Access
1893,Good,Moderate,No Access,2G,Full Access
1894,Fair,High,Partial Access,5G,Full Access
1895,Fair,Moderate,No Access,5G,Limited Access
1896,Poor,High,No Access,4G,Limited Access
1897,Poor,Limited,Full Access,2G,Full Access
1898,Fair,Moderate,Partial Access,3G,Full Access
1899,Fair,High,Partial Access,2G,Full Access
1900,Good,Limited,Partial Access,2G,No Access
1901,Poor,Limited,No Access,3G,Full Access
1902,Excellent,High,Full Access,3G,Full Access
1903,Poor,Limited,Partial Access,4G,Full Access
1904,Good,Limited,Full Access,5G,Full Access
1905,Good,Moderate,Full Access,5G,Limited Access
1906,Poor,Moderate,No Access,3G,Full Access
1907,Fair,Limited,Partial Access,5G,No Access
1908,Fair,Limited,No Access,2G,No Access
1909,Poor,Limited,Partial Access,3G,No Access
1910,Fair,Limited,No Access,2G,Full Access
1911,Poor,Moderate,Full Access,5G,Full Access
1912,Fair,Limited,Full Access,5G,Full Access
1913,Good,High,Partial Access,2G,Full Access
1914,Good,Limited,Partial Access,2G,Full Access
1915,Fair,High,Full Access,3G,Full Access
1916,Poor,High,Partial Access,5G,Limited Access
1917,Fair,High,No Access,5G,Limited Access
1918,Excellent,Moderate,Partial Access,5G,No Access
1919,Fair,High,Partial Access,2G,Full Access
1920,Poor,Limited,No Access,5G,Limited Access
1921,Fair,High,No Access,3G,Full Access
1922,Good,Limited,Partial Access,3G,Limited Access
1923,Poor,Limited,Partial Access,3G,No Access
1924,Good,High,No Access,3G,No Access
1925,Poor,Moderate,Full Access,5G,Full Access
1926,Excellent,High,No Access,5G,Limited Access
1927,Good,Moderate,Full Access,2G,Full Access
1928,Excellent,Limited,No Access,3G,No Access
1929,Fair,Limited,No Access,2G,Full Access
1930,Fair,Limited,Full Access,3G,Limited Access
1931,Fair,Moderate,Full Access,5G,Full Access
1932,Fair,Limited,No Access,2G,No Access
1933,Excellent,High,Full Access,4G,Limited Access
1934,Poor,High,No Access,2G,Full Access
1935,Fair,High,Full Access,3G,Full Access
1936,Fair,High,Full Access,3G,No Access
1937,Excellent,High,Full Access,3G,No Access
1938,Fair,High,Partial Access,5G,No Access
1939,Poor,Limited,Partial Access,2G,No Access
1940,Poor,Limited,Full Access,2G,Full Access
1941,Excellent,Limited,Full Access,5G,Full Access
1942,Fair,High,Full Access,3G,Full Access
1943,Poor,High,Partial Access,5G,Limited Access
1944,Good,Limited,No Access,3G,No Access
1945,Excellent,Moderate,No Access,5G,No Access
1946,Excellent,High,Full Access,5G,No Access
1947,Excellent,Moderate,No Access,3G,Full Access
1948,Fair,Limited,Full Access,5G,Limited Access
1949,Poor,High,No Access,4G,Full Access
1950,Fair,Limited,No Access,3G,No Access
1951,Poor,Limited,Full Access,2G,Full Access
1952,Excellent,High,Partial Access,5G,Limited Access
1953,Poor,Moderate,Full Access,2G,Limited Access
1954,Good,Limited,Partial Access,2G,Limited Access
1955,Excellent,Moderate,Partial Access,3G,Full Access
1956,Excellent,Limited,No Access,2G,Full Access
1957,Poor,Limited,No Access,2G,No Access
1958,Excellent,Limited,No Access,3G,Full Access
1959,Excellent,High,Full Access,4G,Limited Access
1960,Excellent,High,No Access,2G,Limited Access
1961,Good,Moderate,Full Access,5G,Full Access
1962,Good,Limited,Partial Access,4G,No Access
1963,Good,High,Full Access,4G,No Access
1964,Poor,High,Full Access,5G,Full Access
1965,Poor,High,Full Access,5G,No Access
1966,Good,High,Partial Access,3G,Full Access
1967,Poor,Limited,No Access,4G,Full Access
1968,Poor,High,Partial Access,3G,Limited Access
1969,Poor,High,Partial Access,3G,Full Access
1970,Good,Limited,Full Access,3G,No Access
1971,Good,Limited,No Access,2G,Full Access
1972,Fair,Limited,No Access,5G,Limited Access
1973,Excellent,High,Partial Access,4G,Limited Access
1974,Fair,High,Partial Access,4G,No Access
1975,Good,Limited,No Access,5G,Limited Access
1976,Good,Limited,Partial Access,4G,No Access
1977,Excellent,Limited,Full Access,2G,No Access
1978,Fair,Moderate,Full Access,4G,No Access
1979,Poor,Limited,No Access,3G,Full Access
1980,Poor,Limited,Full Access,2G,No Access
1981,Poor,Moderate,Partial Access,3G,Limited Access
1982,Excellent,Limited,No Access,2G,No Access
1983,Fair,High,No Access,4G,No Access
1984,Good,High,Partial Access,5G,Limited Access
1985,Good,Moderate,No Access,4G,Limited Access
1986,Fair,High,Full Access,4G,No Access
1987,Fair,Moderate,No Access,2G,No Access
1988,Poor,High,Full Access,5G,No Access
1989,Fair,Moderate,Full Access,2G,Limited Access
1990,Fair,High,No Access,5G,Full Access
1991,Excellent,Limited,Partial Access,4G,Full Access
1992,Fair,Moderate,No Access,5G,Limited Access
1993,Excellent,High,Full Access,3G,No Access
1994,Good,High,Full Access,3G,Limited Access
1995,Fair,Limited,Full Access,5G,Limited Access
1996,Poor,High,Full Access,5G,Limited Access
1997,Good,Limited,Full Access,4G,No Access
1998,Fair,High,Partial Access,5G,No Access
1999,Excellent,Moderate,Full Access,2G,Full Access
2000,Fair,High,Partial Access,3G,Limited Access
2001,Fair,Moderate,No Access,4G,Limited Access
2002,Poor,High,Partial Access,4G,Full Access
2003,Poor,Moderate,Full Access,4G,Limited Access
2004,Good,Moderate,No Access,5G,No Access
2005,Fair,High,Partial Access,4G,No Access
2006,Good,Limited,Partial Access,5G,Full Access
2007,Poor,Limited,Partial Access,3G,Full Access
2008,Excellent,Limited,No Access,4G,No Access
2009,Excellent,Limited,Full Access,4G,Limited Access
2010,Fair,High,Partial Access,3G,Full Access
2011,Fair,Moderate,Full Access,5G,No Access
2012,Excellent,Moderate,Full Access,4G,Full Access
2013,Excellent,Limited,Full Access,4G,Limited Access
2014,Excellent,Limited,No Access,4G,Limited Access
2015,Good,High,Partial Access,5G,Full Access
2016,Excellent,High,Partial Access,2G,No Access
2017,Fair,High,Full Access,4G,Full Access
2018,Excellent,High,Partial Access,3G,Limited Access
2019,Excellent,Moderate,No Access,3G,Full Access
2020,Excellent,Limited,No Access,3G,No Access
2021,Poor,Limited,Full Access,3G,No Access
2022,Good,Limited,No Access,4G,Full Access
2023,Excellent,Moderate,Full Access,2G,Full Access
2024,Poor,Moderate,No Access,5G,Full Access
2025,Good,High,Partial Access,2G,Limited Access
2026,Fair,Limited,Partial Access,3G,No Access
2027,Good,Limited,No Access,2G,Limited Access
2028,Excellent,Moderate,No Access,5G,Full Access
2029,Good,Limited,Partial Access,3G,Limited Access
2030,Excellent,Moderate,Full Access,2G,No Access
2031,Good,Moderate,Partial Access,3G,Limited Access
2032,Poor,High,No Access,3G,No Access
2033,Excellent,Limited,Partial Access,4G,Full Access
2034,Fair,High,Partial Access,2G,No Access
2035,Good,High,Partial Access,3G,Limited Access
2036,Excellent,Moderate,No Access,4G,Limited Access
2037,Excellent,Limited,Full Access,2G,No Access
2038,Poor,Moderate,Full Access,3G,No Access
2039,Excellent,Moderate,No Access,4G,Limited Access
2040,Good,Limited,Full Access,2G,No Access
2041,Excellent,Limited,No Access,5G,Limited Access
2042,Fair,Limited,Partial Access,2G,No Access
2043,Fair,Limited,No Access,5G,No Access
2044,Poor,Moderate,Partial Access,5G,Full Access
2045,Excellent,Moderate,Partial Access,2G,Full Access
2046,Excellent,Limited,Partial Access,4G,No Access
2047,Fair,High,No Access,2G,No Access
2048,Excellent,High,No Access,4G,Limited Access
2049,Poor,Moderate,Full Access,3G,Limited Access
2050,Good,Moderate,Partial Access,4G,Limited Access
2051,Fair,Moderate,Full Access,5G,Limited Access
2052,Poor,High,Partial Access,3G,Limited Access
2053,Poor,Limited,Full Access,2G,Full Access
2054,Poor,Limited,Partial Access,5G,Limited Access
2055,Poor,Moderate,No Access,2G,Full Access
2056,Poor,High,Full Access,2G,Limited Access
2057,Poor,Moderate,Partial Access,5G,Full Access
2058,Excellent,High,Partial Access,2G,No Access
2059,Excellent,High,Full Access,3G,Limited Access
2060,Fair,Limited,Partial Access,3G,No Access
2061,Poor,Moderate,Partial Access,2G,Full Access
2062,Fair,Limited,Partial Access,2G,Limited Access
2063,Excellent,Limited,Partial Access,2G,Limited Access
2064,Fair,Moderate,Full Access,2G,Full Access
2065,Excellent,Limited,Full Access,3G,Limited Access
2066,Good,Moderate,No Access,5G,Full Access
2067,Poor,High,Partial Access,4G,No Access
2068,Excellent,High,Partial Access,2G,No Access
2069,Poor,Moderate,Full Access,4G,No Access
2070,Fair,High,No Access,3G,Limited Access
2071,Fair,High,No Access,5G,No Access
2072,Fair,Moderate,Partial Access,3G,Limited Access
2073,Good,Limited,Full Access,4G,No Access
2074,Poor,High,Full Access,4G,No Access
2075,Poor,Limited,Partial Access,5G,Limited Access
2076,Fair,Moderate,Full Access,4G,Full Access
2077,Fair,Limited,Partial Access,3G,Limited Access
2078,Fair,Moderate,Partial Access,2G,Full Access
2079,Fair,Limited,Partial Access,4G,No Access
2080,Excellent,Limited,Full Access,3G,Full Access
2081,Good,High,No Access,4G,Limited Access
2082,Good,Moderate,No Access,4G,No Access
2083,Good,Moderate,No Access,4G,No Access
2084,Good,Moderate,No Access,2G,Full Access
2085,Good,High,No Access,3G,Full Access
2086,Good,Moderate,Full Access,2G,No Access
2087,Good,High,Full Access,5G,No Access
2088,Excellent,Limited,Partial Access,3G,Full Access
2089,Fair,Moderate,Partial Access,2G,No Access
2090,Excellent,Limited,Partial Access,5G,Limited Access
2091,Excellent,High,Partial Access,3G,Limited Access
2092,Fair,Limited,Partial Access,3G,Full Access
2093,Good,Moderate,No Access,4G,No Access
2094,Good,Limited,No Access,4G,Full Access
2095,Excellent,Limited,Full Access,5G,Limited Access
2096,Excellent,Limited,Full Access,4G,No Access
2097,Poor,High,Partial Access,2G,Limited Access
2098,Excellent,High,Full Access,3G,Full Access
2099,Good,High,Partial Access,3G,Full Access
2100,Poor,High,Full Access,4G,No Access
2101,Excellent,Limited,Full Access,3G,Limited Access
2102,Excellent,Limited,Partial Access,5G,Full Access
2103,Excellent,Limited,Full Access,5G,Full Access
2104,Excellent,High,Partial Access,4G,Full Access
2105,Good,Moderate,No Access,3G,No Access
2106,Fair,Moderate,Full Access,3G,Limited Access
2107,Poor,High,Full Access,4G,Full Access
2108,Excellent,High,Full Access,2G,Limited Access
2109,Poor,Limited,Partial Access,2G,Limited Access
2110,Fair,Limited,Partial Access,4G,No Access
2111,Excellent,High,No Access,3G,No Access
2112,Excellent,Limited,No Access,2G,No Access
2113,Fair,Limited,No Access,5G,Limited Access
2114,Fair,High,Partial Access,2G,Full Access
2115,Excellent,Moderate,Full Access,2G,Limited Access
2116,Excellent,High,No Access,2G,Full Access
2117,Poor,Moderate,No Access,4G,Limited Access
2118,Fair,Limited,Full Access,5G,Limited Access
2119,Good,Limited,Full Access,3G,Full Access
2120,Fair,Moderate,No Access,3G,Full Access
2121,Poor,Limited,Partial Access,2G,Limited Access
2122,Excellent,High,No Access,2G,Full Access
2123,Excellent,Limited,Full Access,5G,Full Access
2124,Poor,Limited,Partial Access,4G,Full Access
2125,Poor,Moderate,No Access,5G,Full Access
2126,Fair,Limited,No Access,5G,Limited Access
2127,Poor,Limited,Partial Access,4G,Full Access
2128,Fair,Moderate,Partial Access,4G,No Access
2129,Poor,Moderate,No Access,3G,Full Access
2130,Fair,Limited,Partial Access,3G,Limited Access
2131,Excellent,Limited,Full Access,3G,Full Access
2132,Fair,Limited,Partial Access,3G,Limited Access
2133,Good,Moderate,Full Access,3G,Full Access
